split,method,metric,mean,ci95,seeds,rows_per_seed
compliance_shift,cvar_lifetime_guard,probe_rate,0.66625,0.00663,10,320
compliance_shift,cvar_lifetime_guard,abstain_rate,0.00000,0.00000,10,320
compliance_shift,cvar_lifetime_guard,total_cost,1.12418,0.00188,10,320
compliance_shift,cvar_lifetime_guard,half_life_error,0.07369,0.00108,10,320
compliance_shift,cvar_lifetime_guard,calibration_error,0.29094,0.00722,10,320
compliance_shift,cvar_lifetime_guard,risk_upper,0.31043,0.00059,10,320
compliance_shift,cvar_lifetime_guard,hazard_score,0.11943,0.00086,10,320
compliance_shift,cvar_lifetime_guard,safety_utility,0.81218,0.01264,10,320
compliance_shift,domain_randomized_clone,goal_success,0.39938,0.02160,10,320
compliance_shift,domain_randomized_clone,success_auc,0.39714,0.02193,10,320
compliance_shift,domain_randomized_clone,late_success,0.18750,0.02477,10,320
compliance_shift,domain_randomized_clone,unsafe_failure,0.33625,0.01022,10,320
compliance_shift,domain_randomized_clone,stale_execution,0.73812,0.00271,10,320
compliance_shift,domain_randomized_clone,refresh_rate,0.00000,0.00000,10,320
compliance_shift,domain_randomized_clone,probe_rate,0.00000,0.00000,10,320
compliance_shift,domain_randomized_clone,abstain_rate,0.00000,0.00000,10,320
compliance_shift,domain_randomized_clone,total_cost,1.28581,0.00868,10,320
compliance_shift,domain_randomized_clone,half_life_error,0.59509,0.00328,10,320
compliance_shift,domain_randomized_clone,calibration_error,0.40275,0.00430,10,320
compliance_shift,domain_randomized_clone,risk_upper,0.37635,0.00076,10,320
compliance_shift,domain_randomized_clone,hazard_score,0.57511,0.00055,10,320
compliance_shift,domain_randomized_clone,safety_utility,-0.18750,0.02984,10,320
compliance_shift,ensemble_uncertainty_gate,goal_success,0.80406,0.01170,10,320
compliance_shift,ensemble_uncertainty_gate,success_auc,0.80254,0.01216,10,320
compliance_shift,ensemble_uncertainty_gate,late_success,0.81125,0.03235,10,320
compliance_shift,ensemble_uncertainty_gate,unsafe_failure,0.00281,0.00265,10,320
compliance_shift,ensemble_uncertainty_gate,stale_execution,0.00000,0.00000,10,320
compliance_shift,ensemble_uncertainty_gate,refresh_rate,0.15188,0.00227,10,320
compliance_shift,ensemble_uncertainty_gate,probe_rate,0.53969,0.00578,10,320
compliance_shift,ensemble_uncertainty_gate,abstain_rate,0.00000,0.00000,10,320
compliance_shift,ensemble_uncertainty_gate,total_cost,1.08236,0.00232,10,320
compliance_shift,ensemble_uncertainty_gate,half_life_error,0.07317,0.00204,10,320
compliance_shift,ensemble_uncertainty_gate,calibration_error,0.31516,0.00743,10,320
compliance_shift,ensemble_uncertainty_gate,risk_upper,0.24402,0.00085,10,320
compliance_shift,ensemble_uncertainty_gate,hazard_score,0.15907,0.00108,10,320
compliance_shift,ensemble_uncertainty_gate,safety_utility,0.79006,0.01247,10,320
compliance_shift,fixed_interval_refresh,goal_success,0.64187,0.00959,10,320
compliance_shift,fixed_interval_refresh,success_auc,0.64000,0.00954,10,320
compliance_shift,fixed_interval_refresh,late_success,0.57750,0.03947,10,320
compliance_shift,fixed_interval_refresh,unsafe_failure,0.04063,0.00646,10,320
compliance_shift,fixed_interval_refresh,stale_execution,0.19000,0.00507,10,320
compliance_shift,fixed_interval_refresh,refresh_rate,0.04688,0.00000,10,320
compliance_shift,fixed_interval_refresh,probe_rate,0.00000,0.00000,10,320
compliance_shift,fixed_interval_refresh,abstain_rate,0.00000,0.00000,10,320
compliance_shift,fixed_interval_refresh,total_cost,1.04672,0.00549,10,320
compliance_shift,fixed_interval_refresh,half_life_error,0.43747,0.00537,10,320
compliance_shift,fixed_interval_refresh,calibration_error,0.40879,0.00423,10,320
compliance_shift,fixed_interval_refresh,risk_upper,0.23652,0.00057,10,320
compliance_shift,fixed_interval_refresh,hazard_score,0.27081,0.00000,10,320
compliance_shift,fixed_interval_refresh,safety_utility,0.53498,0.01337,10,320
compliance_shift,frozen_behavior_clone,goal_success,0.36031,0.01835,10,320
compliance_shift,frozen_behavior_clone,success_auc,0.35809,0.01854,10,320
compliance_shift,frozen_behavior_clone,late_success,0.15500,0.03619,10,320
compliance_shift,frozen_behavior_clone,unsafe_failure,0.39531,0.01600,10,320
compliance_shift,frozen_behavior_clone,stale_execution,0.73812,0.00271,10,320
compliance_shift,frozen_behavior_clone,refresh_rate,0.00000,0.00000,10,320
compliance_shift,frozen_behavior_clone,probe_rate,0.00000,0.00000,10,320
compliance_shift,frozen_behavior_clone,abstain_rate,0.00000,0.00000,10,320
compliance_shift,frozen_behavior_clone,total_cost,1.33601,0.01360,10,320
compliance_shift,frozen_behavior_clone,half_life_error,0.98232,0.00606,10,320
compliance_shift,frozen_behavior_clone,calibration_error,0.42005,0.00591,10,320
compliance_shift,frozen_behavior_clone,risk_upper,0.31233,0.00057,10,320
compliance_shift,frozen_behavior_clone,hazard_score,0.51301,0.00016,10,320
compliance_shift,frozen_behavior_clone,safety_utility,-0.28557,0.03136,10,320
compliance_shift,hazard_regression_refresh,goal_success,0.77281,0.01218,10,320
compliance_shift,hazard_regression_refresh,success_auc,0.77222,0.01245,10,320
compliance_shift,hazard_regression_refresh,late_success,0.74375,0.03657,10,320
compliance_shift,hazard_regression_refresh,unsafe_failure,0.00563,0.00255,10,320
compliance_shift,hazard_regression_refresh,stale_execution,0.00000,0.00000,10,320
compliance_shift,hazard_regression_refresh,refresh_rate,0.12750,0.00082,10,320
compliance_shift,hazard_regression_refresh,probe_rate,0.02469,0.00766,10,320
compliance_shift,hazard_regression_refresh,abstain_rate,0.00000,0.00000,10,320
compliance_shift,hazard_regression_refresh,total_cost,1.03978,0.00236,10,320
compliance_shift,hazard_regression_refresh,half_life_error,0.21712,0.00433,10,320
compliance_shift,hazard_regression_refresh,calibration_error,0.32780,0.00682,10,320
compliance_shift,hazard_regression_refresh,risk_upper,0.23142,0.00077,10,320
compliance_shift,hazard_regression_refresh,hazard_score,0.16302,0.00090,10,320
compliance_shift,hazard_regression_refresh,safety_utility,0.76229,0.01134,10,320
compliance_shift,online_finetune,goal_success,0.54094,0.02071,10,320
compliance_shift,online_finetune,success_auc,0.53889,0.02071,10,320
compliance_shift,online_finetune,late_success,0.48875,0.04495,10,320
compliance_shift,online_finetune,unsafe_failure,0.12813,0.01506,10,320
compliance_shift,online_finetune,stale_execution,0.47531,0.02420,10,320
compliance_shift,online_finetune,refresh_rate,0.01593,0.00143,10,320
compliance_shift,online_finetune,probe_rate,0.04531,0.01070,10,320
compliance_shift,online_finetune,abstain_rate,0.00000,0.00000,10,320
compliance_shift,online_finetune,total_cost,1.11645,0.01230,10,320
compliance_shift,online_finetune,half_life_error,0.27942,0.00245,10,320
compliance_shift,online_finetune,calibration_error,0.42852,0.00464,10,320
compliance_shift,online_finetune,risk_upper,0.30053,0.00567,10,320
compliance_shift,online_finetune,hazard_score,0.41711,0.01206,10,320
compliance_shift,online_finetune,safety_utility,0.25028,0.03895,10,320
compliance_shift,oracle_shift_aware_scheduler,goal_success,0.84687,0.00904,10,320
compliance_shift,oracle_shift_aware_scheduler,success_auc,0.84587,0.00908,10,320
compliance_shift,oracle_shift_aware_scheduler,late_success,0.84500,0.02040,10,320
compliance_shift,oracle_shift_aware_scheduler,unsafe_failure,0.00125,0.00100,10,320
compliance_shift,oracle_shift_aware_scheduler,stale_execution,0.00000,0.00000,10,320
compliance_shift,oracle_shift_aware_scheduler,refresh_rate,0.17625,0.00227,10,320
compliance_shift,oracle_shift_aware_scheduler,probe_rate,0.54500,0.00872,10,320
compliance_shift,oracle_shift_aware_scheduler,abstain_rate,0.00000,0.00000,10,320
compliance_shift,oracle_shift_aware_scheduler,total_cost,1.08776,0.00114,10,320
compliance_shift,oracle_shift_aware_scheduler,half_life_error,0.00000,0.00000,10,320
compliance_shift,oracle_shift_aware_scheduler,calibration_error,0.27164,0.00545,10,320
compliance_shift,oracle_shift_aware_scheduler,risk_upper,0.16412,0.00085,10,320
compliance_shift,oracle_shift_aware_scheduler,hazard_score,0.14737,0.00087,10,320
compliance_shift,oracle_shift_aware_scheduler,safety_utility,0.83349,0.00874,10,320
compliance_shift,scalar_uncertainty_gate,goal_success,0.75437,0.01349,10,320
compliance_shift,scalar_uncertainty_gate,success_auc,0.75349,0.01380,10,320
compliance_shift,scalar_uncertainty_gate,late_success,0.74125,0.03598,10,320
compliance_shift,scalar_uncertainty_gate,unsafe_failure,0.00812,0.00305,10,320
compliance_shift,scalar_uncertainty_gate,stale_execution,0.00000,0.00000,10,320
compliance_shift,scalar_uncertainty_gate,refresh_rate,0.09969,0.00232,10,320
compliance_shift,scalar_uncertainty_gate,probe_rate,0.38656,0.00866,10,320
compliance_shift,scalar_uncertainty_gate,abstain_rate,0.00000,0.00000,10,320
compliance_shift,scalar_uncertainty_gate,total_cost,1.06182,0.00275,10,320
compliance_shift,scalar_uncertainty_gate,half_life_error,0.13502,0.00248,10,320
compliance_shift,scalar_uncertainty_gate,calibration_error,0.35193,0.00572,10,320
compliance_shift,scalar_uncertainty_gate,risk_upper,0.22771,0.00070,10,320
compliance_shift,scalar_uncertainty_gate,hazard_score,0.20065,0.00112,10,320
compliance_shift,scalar_uncertainty_gate,safety_utility,0.73857,0.01615,10,320
compliance_shift,skill_half_life_scheduler_v5,goal_success,0.81750,0.00812,10,320
compliance_shift,skill_half_life_scheduler_v5,success_auc,0.81683,0.00840,10,320
compliance_shift,skill_half_life_scheduler_v5,late_success,0.81500,0.03180,10,320
compliance_shift,skill_half_life_scheduler_v5,unsafe_failure,0.00281,0.00249,10,320
compliance_shift,skill_half_life_scheduler_v5,stale_execution,0.00000,0.00000,10,320
compliance_shift,skill_half_life_scheduler_v5,refresh_rate,0.13937,0.00163,10,320
compliance_shift,skill_half_life_scheduler_v5,probe_rate,0.55906,0.00793,10,320
compliance_shift,skill_half_life_scheduler_v5,abstain_rate,0.00000,0.00000,10,320
compliance_shift,skill_half_life_scheduler_v5,total_cost,1.08056,0.00204,10,320
compliance_shift,skill_half_life_scheduler_v5,half_life_error,0.14671,0.00301,10,320
compliance_shift,skill_half_life_scheduler_v5,calibration_error,0.29945,0.00564,10,320
