split,method,seed,goal_success,success_auc,late_success,unsafe_failure,stale_execution,refresh_rate,probe_rate,abstain_rate,total_cost,half_life_error,calibration_error,rows
nominal_slow_drift,domain_randomized_clone,1,0.46528,0.46516,0.26389,0.17708,0.71528,0.00000,0.00000,0.00000,1.15052,0.35022,0.43667,288
nominal_slow_drift,domain_randomized_clone,2,0.47917,0.47909,0.25000,0.18056,0.70833,0.00000,0.00000,0.00000,1.15347,0.35572,0.43178,288
nominal_slow_drift,domain_randomized_clone,3,0.44792,0.44774,0.18056,0.19097,0.69792,0.00000,0.00000,0.00000,1.16233,0.35758,0.42665,288
nominal_slow_drift,domain_randomized_clone,4,0.41319,0.41289,0.15278,0.18056,0.67708,0.00000,0.00000,0.00000,1.15347,0.34620,0.42337,288
nominal_slow_drift,domain_randomized_clone,5,0.46875,0.46864,0.27778,0.15972,0.66319,0.00000,0.00000,0.00000,1.13576,0.35026,0.43597,288
nominal_slow_drift,domain_randomized_clone,6,0.42708,0.42683,0.18056,0.20486,0.67708,0.00000,0.00000,0.00000,1.17413,0.35242,0.42346,288
nominal_slow_drift,fixed_interval_refresh,0,0.73611,0.73519,0.75000,0.01042,0.02083,0.04167,0.00000,0.00000,1.01969,0.14339,0.38304,288
nominal_slow_drift,fixed_interval_refresh,1,0.69444,0.69512,0.66667,0.03472,0.02431,0.04167,0.00000,0.00000,1.04035,0.13903,0.38499,288
nominal_slow_drift,fixed_interval_refresh,2,0.68750,0.68815,0.72222,0.01736,0.02778,0.04167,0.00000,0.00000,1.02559,0.14387,0.39094,288
nominal_slow_drift,fixed_interval_refresh,3,0.70833,0.70906,0.62500,0.02431,0.01389,0.04167,0.00000,0.00000,1.03149,0.14352,0.37918,288
nominal_slow_drift,fixed_interval_refresh,4,0.67014,0.67073,0.61111,0.02083,0.01389,0.04167,0.00000,0.00000,1.02854,0.14344,0.39978,288
nominal_slow_drift,fixed_interval_refresh,5,0.72569,0.72474,0.75000,0.00694,0.02083,0.04167,0.00000,0.00000,1.01674,0.14426,0.37983,288
nominal_slow_drift,fixed_interval_refresh,6,0.72569,0.72648,0.70833,0.02083,0.01736,0.04167,0.00000,0.00000,1.02854,0.14691,0.38335,288
nominal_slow_drift,online_finetune,0,0.57639,0.57666,0.43056,0.07986,0.58681,0.00000,0.00000,0.00000,1.06788,0.13435,0.43378,288
nominal_slow_drift,online_finetune,1,0.56250,0.56098,0.45833,0.05556,0.57639,0.00000,0.00000,0.00000,1.04722,0.12954,0.44805,288
nominal_slow_drift,online_finetune,2,0.55556,0.55749,0.33333,0.08333,0.57292,0.00000,0.00000,0.00000,1.07083,0.13247,0.43449,288
nominal_slow_drift,online_finetune,3,0.56597,0.56446,0.29167,0.07986,0.52778,0.00000,0.00000,0.00000,1.06788,0.13566,0.44748,288
nominal_slow_drift,online_finetune,4,0.54861,0.54878,0.30556,0.09722,0.51736,0.00000,0.00000,0.00000,1.08264,0.12533,0.43013,288
nominal_slow_drift,online_finetune,5,0.49653,0.49652,0.30556,0.09375,0.51042,0.00000,0.00000,0.00000,1.07969,0.12926,0.44542,288
nominal_slow_drift,online_finetune,6,0.53125,0.53136,0.34722,0.05903,0.54167,0.00000,0.00000,0.00000,1.05017,0.13222,0.42906,288
nominal_slow_drift,scalar_uncertainty_gate,0,0.74306,0.74216,0.66667,0.01736,0.00000,0.06250,0.00000,0.00000,1.03101,0.05831,0.35480,288
nominal_slow_drift,scalar_uncertainty_gate,1,0.72222,0.72125,0.73611,0.01042,0.00000,0.06944,0.00000,0.00000,1.02691,0.05353,0.35643,288
nominal_slow_drift,scalar_uncertainty_gate,2,0.73958,0.74042,0.75000,0.00694,0.00000,0.06250,0.00000,0.00000,1.02215,0.05393,0.35514,288
nominal_slow_drift,scalar_uncertainty_gate,3,0.73611,0.73519,0.79167,0.01736,0.00000,0.05903,0.00000,0.00000,1.03010,0.05760,0.36481,288
nominal_slow_drift,scalar_uncertainty_gate,4,0.77083,0.77003,0.80556,0.00000,0.00000,0.06597,0.00000,0.00000,1.01715,0.04947,0.35236,288
nominal_slow_drift,scalar_uncertainty_gate,5,0.77431,0.77352,0.75000,0.00347,0.00000,0.06597,0.00000,0.00000,1.02010,0.05500,0.34477,288
nominal_slow_drift,scalar_uncertainty_gate,6,0.72917,0.72822,0.66667,0.00694,0.00000,0.06597,0.00000,0.00000,1.02306,0.05897,0.35920,288
nominal_slow_drift,conformal_risk_gate,0,0.82292,0.82230,0.77778,0.00000,0.00000,0.11458,0.38889,0.00000,1.05701,0.04544,0.29580,288
nominal_slow_drift,conformal_risk_gate,1,0.82986,0.82927,0.79167,0.00000,0.00000,0.11111,0.39236,0.00000,1.05635,0.04150,0.29899,288
nominal_slow_drift,conformal_risk_gate,2,0.80903,0.80836,0.79167,0.00347,0.00000,0.11458,0.38194,0.00000,1.05948,0.03985,0.30760,288
nominal_slow_drift,conformal_risk_gate,3,0.85764,0.85714,0.88889,0.00347,0.00000,0.11111,0.37500,0.00000,1.05809,0.04529,0.28253,288
nominal_slow_drift,conformal_risk_gate,4,0.84722,0.84669,0.86111,0.00000,0.00000,0.10764,0.40972,0.00000,1.05667,0.03867,0.28594,288
nominal_slow_drift,conformal_risk_gate,5,0.79861,0.79791,0.84722,0.00000,0.00000,0.10764,0.40972,0.00000,1.05667,0.04358,0.31655,288
nominal_slow_drift,conformal_risk_gate,6,0.78819,0.78746,0.77778,0.00000,0.00000,0.11111,0.39236,0.00000,1.05635,0.04458,0.31994,288
nominal_slow_drift,skill_half_life_scheduler,0,0.80208,0.80139,0.80556,0.01042,0.00000,0.09375,0.52431,0.00000,1.06993,0.08912,0.30553,288
nominal_slow_drift,skill_half_life_scheduler,1,0.85764,0.85714,0.86111,0.00000,0.00000,0.10069,0.49306,0.00000,1.06069,0.09118,0.26466,288
nominal_slow_drift,skill_half_life_scheduler,2,0.80903,0.80836,0.73611,0.00347,0.00000,0.10069,0.48958,0.00000,1.06340,0.08832,0.30110,288
nominal_slow_drift,skill_half_life_scheduler,3,0.85069,0.85017,0.81944,0.00347,0.00000,0.10069,0.48264,0.00000,1.06292,0.09589,0.27647,288
nominal_slow_drift,skill_half_life_scheduler,4,0.85417,0.85366,0.84722,0.00000,0.00000,0.09722,0.51042,0.00000,1.06101,0.08918,0.27528,288
nominal_slow_drift,skill_half_life_scheduler,5,0.80556,0.80488,0.86111,0.00694,0.00000,0.09722,0.50000,0.00000,1.06618,0.09276,0.30183,288
nominal_slow_drift,skill_half_life_scheduler,6,0.80903,0.80836,0.70833,0.00347,0.00000,0.10069,0.48611,0.00000,1.06316,0.09192,0.29588,288
nominal_slow_drift,oracle_shift_aware_scheduler,0,0.83333,0.83275,0.86111,0.00000,0.00000,0.11458,0.45486,0.00000,1.06163,0.00000,0.27738,288
nominal_slow_drift,oracle_shift_aware_scheduler,1,0.82986,0.83275,0.80556,0.00347,0.00000,0.11458,0.46528,0.00000,1.06531,0.00000,0.28105,288
nominal_slow_drift,oracle_shift_aware_scheduler,2,0.83681,0.83624,0.87500,0.00000,0.00000,0.11806,0.46875,0.00000,1.06351,0.00000,0.27751,288
nominal_slow_drift,oracle_shift_aware_scheduler,3,0.86806,0.86760,0.79167,0.00000,0.00000,0.11458,0.48958,0.00000,1.06406,0.00000,0.25364,288
nominal_slow_drift,oracle_shift_aware_scheduler,4,0.81597,0.81533,0.77778,0.00000,0.00000,0.11111,0.48264,0.00000,1.06267,0.00000,0.28718,288
nominal_slow_drift,oracle_shift_aware_scheduler,5,0.83333,0.83275,0.81944,0.00000,0.00000,0.11111,0.49653,0.00000,1.06365,0.00000,0.27716,288
nominal_slow_drift,oracle_shift_aware_scheduler,6,0.77431,0.77352,0.76389,0.00694,0.00000,0.11458,0.49653,0.00000,1.07045,0.00000,0.32064,288
payload_mass_shift,frozen_behavior_clone,0,0.39236,0.39199,0.15278,0.32986,0.73611,0.00000,0.00000,0.00000,1.28038,0.77168,0.41132,288
payload_mass_shift,frozen_behavior_clone,1,0.35069,0.35017,0.11111,0.36806,0.75000,0.00000,0.00000,0.00000,1.31285,0.76548,0.41989,288
payload_mass_shift,frozen_behavior_clone,2,0.40278,0.40244,0.15278,0.31597,0.74306,0.00000,0.00000,0.00000,1.26858,0.76032,0.41344,288
payload_mass_shift,frozen_behavior_clone,3,0.35069,0.35017,0.11111,0.34028,0.73958,0.00000,0.00000,0.00000,1.28924,0.76773,0.42525,288
payload_mass_shift,frozen_behavior_clone,4,0.43056,0.43031,0.18056,0.32986,0.73264,0.00000,0.00000,0.00000,1.28038,0.78578,0.41001,288
payload_mass_shift,frozen_behavior_clone,5,0.37153,0.37108,0.15278,0.35069,0.72569,0.00000,0.00000,0.00000,1.29809,0.76102,0.42068,288
payload_mass_shift,frozen_behavior_clone,6,0.38542,0.38502,0.16667,0.32986,0.73264,0.00000,0.00000,0.00000,1.28038,0.76475,0.41916,288
payload_mass_shift,domain_randomized_clone,0,0.42708,0.42683,0.12500,0.30556,0.73611,0.00000,0.00000,0.00000,1.25972,0.52735,0.40532,288
payload_mass_shift,domain_randomized_clone,1,0.42014,0.41986,0.20833,0.27431,0.75000,0.00000,0.00000,0.00000,1.23316,0.52995,0.41496,288
payload_mass_shift,domain_randomized_clone,2,0.41667,0.41638,0.18056,0.28125,0.74306,0.00000,0.00000,0.00000,1.23906,0.52587,0.42114,288
payload_mass_shift,domain_randomized_clone,3,0.43056,0.43031,0.19444,0.21528,0.73958,0.00000,0.00000,0.00000,1.18299,0.53007,0.42090,288
payload_mass_shift,domain_randomized_clone,4,0.43056,0.42857,0.19444,0.25694,0.73264,0.00000,0.00000,0.00000,1.21840,0.53665,0.42751,288
payload_mass_shift,domain_randomized_clone,5,0.38889,0.38676,0.13889,0.28472,0.72569,0.00000,0.00000,0.00000,1.24201,0.52103,0.40925,288
payload_mass_shift,domain_randomized_clone,6,0.38889,0.38850,0.19444,0.32639,0.73264,0.00000,0.00000,0.00000,1.27743,0.52616,0.41094,288
payload_mass_shift,fixed_interval_refresh,0,0.62500,0.62544,0.56944,0.04167,0.12500,0.04167,0.00000,0.00000,1.04625,0.24332,0.41714,288
payload_mass_shift,fixed_interval_refresh,1,0.68056,0.68118,0.69444,0.00694,0.12153,0.04167,0.00000,0.00000,1.01674,0.22909,0.40481,288
payload_mass_shift,fixed_interval_refresh,2,0.64931,0.64983,0.73611,0.02778,0.11806,0.04167,0.00000,0.00000,1.03444,0.22261,0.40929,288
payload_mass_shift,fixed_interval_refresh,3,0.71875,0.71951,0.63889,0.01736,0.12153,0.04167,0.00000,0.00000,1.02559,0.22570,0.37890,288
payload_mass_shift,fixed_interval_refresh,4,0.67014,0.66899,0.61111,0.01389,0.13194,0.04167,0.00000,0.00000,1.02264,0.24233,0.40409,288
payload_mass_shift,fixed_interval_refresh,5,0.66667,0.66725,0.54167,0.02083,0.12847,0.04167,0.00000,0.00000,1.02854,0.23682,0.40846,288
payload_mass_shift,fixed_interval_refresh,6,0.68403,0.68467,0.61111,0.02431,0.13194,0.04167,0.00000,0.00000,1.03149,0.25070,0.40309,288
payload_mass_shift,online_finetune,0,0.48958,0.48780,0.30556,0.14583,0.64583,0.00000,0.00000,0.00000,1.12396,0.22430,0.42895,288
payload_mass_shift,online_finetune,1,0.48958,0.48955,0.29167,0.15625,0.64236,0.00000,0.00000,0.00000,1.13281,0.22739,0.43522,288
payload_mass_shift,online_finetune,2,0.52083,0.52091,0.31944,0.17361,0.64236,0.00000,0.00000,0.00000,1.14757,0.22444,0.42991,288
payload_mass_shift,online_finetune,3,0.49306,0.49129,0.22222,0.14236,0.63194,0.00000,0.00000,0.00000,1.12101,0.22778,0.42337,288
payload_mass_shift,online_finetune,4,0.50000,0.50000,0.27778,0.17708,0.62500,0.00000,0.00000,0.00000,1.15052,0.23071,0.42677,288
payload_mass_shift,online_finetune,5,0.50000,0.50000,0.33333,0.15278,0.62500,0.00000,0.00000,0.00000,1.12986,0.22001,0.43191,288
payload_mass_shift,online_finetune,6,0.47917,0.47735,0.20833,0.16667,0.62153,0.00000,0.00000,0.00000,1.14167,0.22399,0.42537,288
payload_mass_shift,scalar_uncertainty_gate,0,0.71875,0.71951,0.68056,0.02431,0.00000,0.07986,0.00000,0.00000,1.04142,0.10479,0.36119,288
payload_mass_shift,scalar_uncertainty_gate,1,0.71528,0.71429,0.79167,0.01042,0.00000,0.07986,0.00000,0.00000,1.02962,0.10728,0.37103,288
payload_mass_shift,scalar_uncertainty_gate,2,0.75000,0.74913,0.79167,0.00000,0.00000,0.07986,0.00000,0.00000,1.02076,0.10354,0.35852,288
payload_mass_shift,scalar_uncertainty_gate,3,0.79167,0.79094,0.77778,0.00694,0.00000,0.07986,0.00000,0.00000,1.02667,0.10643,0.32873,288
payload_mass_shift,scalar_uncertainty_gate,4,0.69792,0.69686,0.75000,0.01736,0.00000,0.07986,0.00000,0.00000,1.03552,0.10978,0.38756,288
payload_mass_shift,scalar_uncertainty_gate,5,0.71181,0.71080,0.69444,0.01042,0.00000,0.07986,0.00000,0.00000,1.02962,0.10087,0.37100,288
payload_mass_shift,scalar_uncertainty_gate,6,0.73611,0.73693,0.69444,0.01042,0.00000,0.07639,0.00000,0.00000,1.02872,0.10530,0.36376,288
payload_mass_shift,conformal_risk_gate,0,0.80556,0.80488,0.77778,0.00694,0.00000,0.13889,0.39583,0.00000,1.06972,0.06034,0.31244,288
payload_mass_shift,conformal_risk_gate,1,0.78125,0.78049,0.75000,0.00347,0.00000,0.14236,0.39236,0.00000,1.06743,0.06118,0.32668,288
payload_mass_shift,conformal_risk_gate,2,0.79514,0.79443,0.81944,0.00000,0.00000,0.14236,0.38194,0.00000,1.06375,0.05972,0.31678,288
payload_mass_shift,conformal_risk_gate,3,0.79861,0.79791,0.73611,0.01042,0.00000,0.13542,0.41667,0.00000,1.07323,0.06191,0.31514,288
payload_mass_shift,conformal_risk_gate,4,0.79167,0.79094,0.83333,0.00000,0.00000,0.14931,0.38542,0.00000,1.06580,0.06152,0.32316,288
payload_mass_shift,conformal_risk_gate,5,0.78819,0.78746,0.73611,0.00347,0.00000,0.13889,0.39236,0.00000,1.06653,0.05922,0.31691,288
payload_mass_shift,conformal_risk_gate,6,0.80903,0.80836,0.75000,0.00000,0.00000,0.14931,0.38194,0.00000,1.06556,0.06325,0.30433,288
payload_mass_shift,skill_half_life_scheduler,0,0.82639,0.82578,0.84722,0.00347,0.00000,0.11806,0.49306,0.00000,1.06816,0.19214,0.29048,288
payload_mass_shift,skill_half_life_scheduler,1,0.77083,0.77178,0.80556,0.00000,0.00000,0.11458,0.52083,0.00000,1.06625,0.19101,0.32468,288
payload_mass_shift,skill_half_life_scheduler,2,0.77431,0.77352,0.65278,0.00000,0.00000,0.11111,0.53125,0.00000,1.06608,0.19529,0.32929,288
payload_mass_shift,skill_half_life_scheduler,3,0.84375,0.84321,0.90278,0.00694,0.00000,0.11806,0.49653,0.00000,1.07135,0.19499,0.27893,288
payload_mass_shift,skill_half_life_scheduler,4,0.79861,0.79791,0.80556,0.00694,0.00000,0.12153,0.52083,0.00000,1.07396,0.18908,0.30537,288
payload_mass_shift,skill_half_life_scheduler,5,0.80556,0.80488,0.80556,0.00000,0.00000,0.11458,0.51389,0.00000,1.06576,0.19110,0.30880,288
payload_mass_shift,skill_half_life_scheduler,6,0.84375,0.84321,0.90278,0.00000,0.00000,0.12153,0.49653,0.00000,1.06635,0.18303,0.27871,288
payload_mass_shift,oracle_shift_aware_scheduler,0,0.85764,0.85714,0.87500,0.00347,0.00000,0.14931,0.47222,0.00000,1.07483,0.00000,0.26220,288
payload_mass_shift,oracle_shift_aware_scheduler,1,0.83681,0.83624,0.86111,0.00000,0.00000,0.15278,0.47569,0.00000,1.07302,0.00000,0.26974,288
payload_mass_shift,oracle_shift_aware_scheduler,2,0.83333,0.83275,0.79167,0.00000,0.00000,0.15278,0.46181,0.00000,1.07205,0.00000,0.27857,288
payload_mass_shift,oracle_shift_aware_scheduler,3,0.84375,0.84321,0.88889,0.00000,0.00000,0.14931,0.49653,0.00000,1.07358,0.00000,0.26832,288
payload_mass_shift,oracle_shift_aware_scheduler,4,0.84722,0.84843,0.81944,0.00000,0.00000,0.15625,0.45833,0.00000,1.07271,0.00000,0.26963,288
payload_mass_shift,oracle_shift_aware_scheduler,5,0.79861,0.79791,0.79167,0.01042,0.00000,0.15278,0.46875,0.00000,1.08139,0.00000,0.30061,288
payload_mass_shift,oracle_shift_aware_scheduler,6,0.82292,0.82230,0.79167,0.00000,0.00000,0.15278,0.46875,0.00000,1.07253,0.00000,0.28835,288
