split,risk_budget,target,reference,metric,mean_diff,ci95,lower95,seeds
combined_micro_shift,0.05,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,false_safe_rate,0.00000,0.00000,0.00000,10
combined_micro_shift,0.05,skill_half_life_scheduler_v5,bayesian_skill_survival,coverage,0.00000,0.00000,0.00000,10
combined_micro_shift,0.05,skill_half_life_scheduler_v5,bayesian_skill_survival,fixed_risk_success,0.00000,0.00000,0.00000,10
combined_micro_shift,0.05,skill_half_life_scheduler_v5,bayesian_skill_survival,executed_success,0.00000,0.00000,0.00000,10
combined_micro_shift,0.05,skill_half_life_scheduler_v5,bayesian_skill_survival,false_safe_rate,0.00000,0.00000,0.00000,10
combined_micro_shift,0.05,skill_half_life_scheduler_v5,cvar_lifetime_guard,coverage,0.00000,0.00000,0.00000,10
combined_micro_shift,0.05,skill_half_life_scheduler_v5,cvar_lifetime_guard,fixed_risk_success,0.00000,0.00000,0.00000,10
combined_micro_shift,0.05,skill_half_life_scheduler_v5,cvar_lifetime_guard,executed_success,0.00000,0.00000,0.00000,10
combined_micro_shift,0.05,skill_half_life_scheduler_v5,cvar_lifetime_guard,false_safe_rate,0.00000,0.00000,0.00000,10
combined_micro_shift,0.05,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,coverage,-0.02700,0.00392,-0.03092,10
combined_micro_shift,0.05,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,fixed_risk_success,-0.02500,0.00387,-0.02887,10
combined_micro_shift,0.05,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,executed_success,-0.92976,0.07233,-1.00209,10
combined_micro_shift,0.05,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,false_safe_rate,0.00000,0.00000,0.00000,10
combined_micro_shift,0.10,skill_half_life_scheduler_v5,conformal_risk_gate,coverage,0.00000,0.00000,0.00000,10
combined_micro_shift,0.10,skill_half_life_scheduler_v5,conformal_risk_gate,fixed_risk_success,0.00000,0.00000,0.00000,10
combined_micro_shift,0.10,skill_half_life_scheduler_v5,conformal_risk_gate,executed_success,0.00000,0.00000,0.00000,10
combined_micro_shift,0.10,skill_half_life_scheduler_v5,conformal_risk_gate,false_safe_rate,0.00000,0.00000,0.00000,10
combined_micro_shift,0.10,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,coverage,0.00000,0.00000,0.00000,10
combined_micro_shift,0.10,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,fixed_risk_success,0.00000,0.00000,0.00000,10
combined_micro_shift,0.10,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,executed_success,0.00000,0.00000,0.00000,10
combined_micro_shift,0.10,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,false_safe_rate,0.00000,0.00000,0.00000,10
combined_micro_shift,0.10,skill_half_life_scheduler_v5,bayesian_skill_survival,coverage,0.00000,0.00000,0.00000,10
combined_micro_shift,0.10,skill_half_life_scheduler_v5,bayesian_skill_survival,fixed_risk_success,0.00000,0.00000,0.00000,10
combined_micro_shift,0.10,skill_half_life_scheduler_v5,bayesian_skill_survival,executed_success,0.00000,0.00000,0.00000,10
combined_micro_shift,0.10,skill_half_life_scheduler_v5,bayesian_skill_survival,false_safe_rate,0.00000,0.00000,0.00000,10
combined_micro_shift,0.10,skill_half_life_scheduler_v5,cvar_lifetime_guard,coverage,0.00000,0.00000,0.00000,10
combined_micro_shift,0.10,skill_half_life_scheduler_v5,cvar_lifetime_guard,fixed_risk_success,0.00000,0.00000,0.00000,10
combined_micro_shift,0.10,skill_half_life_scheduler_v5,cvar_lifetime_guard,executed_success,0.00000,0.00000,0.00000,10
combined_micro_shift,0.10,skill_half_life_scheduler_v5,cvar_lifetime_guard,false_safe_rate,0.00000,0.00000,0.00000,10
combined_micro_shift,0.10,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,coverage,-0.08300,0.00531,-0.08831,10
combined_micro_shift,0.10,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,fixed_risk_success,-0.07100,0.00457,-0.07557,10
combined_micro_shift,0.10,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,executed_success,-0.85726,0.03878,-0.89604,10
combined_micro_shift,0.10,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,false_safe_rate,0.00000,0.00000,0.00000,10
combined_micro_shift,0.20,skill_half_life_scheduler_v5,conformal_risk_gate,coverage,0.02500,0.00438,0.02062,10
combined_micro_shift,0.20,skill_half_life_scheduler_v5,conformal_risk_gate,fixed_risk_success,0.01950,0.00574,0.01376,10
combined_micro_shift,0.20,skill_half_life_scheduler_v5,conformal_risk_gate,executed_success,-0.02888,0.07068,-0.09957,10
combined_micro_shift,0.20,skill_half_life_scheduler_v5,conformal_risk_gate,false_safe_rate,0.00000,0.00000,0.00000,10
combined_micro_shift,0.20,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,coverage,-0.01000,0.00327,-0.01327,10
combined_micro_shift,0.20,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,fixed_risk_success,-0.00800,0.00803,-0.01603,10
combined_micro_shift,0.20,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,executed_success,0.00364,0.08953,-0.08589,10
combined_micro_shift,0.20,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,false_safe_rate,0.00000,0.00000,0.00000,10
combined_micro_shift,0.20,skill_half_life_scheduler_v5,bayesian_skill_survival,coverage,0.01500,0.00358,0.01142,10
combined_micro_shift,0.20,skill_half_life_scheduler_v5,bayesian_skill_survival,fixed_risk_success,0.01200,0.00688,0.00512,10
combined_micro_shift,0.20,skill_half_life_scheduler_v5,bayesian_skill_survival,executed_success,-0.01004,0.09473,-0.10477,10
combined_micro_shift,0.20,skill_half_life_scheduler_v5,bayesian_skill_survival,false_safe_rate,0.00000,0.00000,0.00000,10
combined_micro_shift,0.20,skill_half_life_scheduler_v5,cvar_lifetime_guard,coverage,0.07750,0.00420,0.07330,10
combined_micro_shift,0.20,skill_half_life_scheduler_v5,cvar_lifetime_guard,fixed_risk_success,0.06500,0.00584,0.05916,10
combined_micro_shift,0.20,skill_half_life_scheduler_v5,cvar_lifetime_guard,executed_success,0.74152,0.21069,0.53083,10
combined_micro_shift,0.20,skill_half_life_scheduler_v5,cvar_lifetime_guard,false_safe_rate,0.00000,0.00000,0.00000,10
combined_micro_shift,0.20,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,coverage,-0.30450,0.02688,-0.33138,10
combined_micro_shift,0.20,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,fixed_risk_success,-0.26050,0.02931,-0.28981,10
combined_micro_shift,0.20,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,executed_success,-0.00958,0.08021,-0.08979,10
combined_micro_shift,0.20,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,false_safe_rate,-0.00251,0.00331,-0.00581,10
contact_mode_chatter,0.02,skill_half_life_scheduler_v5,conformal_risk_gate,coverage,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.02,skill_half_life_scheduler_v5,conformal_risk_gate,fixed_risk_success,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.02,skill_half_life_scheduler_v5,conformal_risk_gate,executed_success,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.02,skill_half_life_scheduler_v5,conformal_risk_gate,false_safe_rate,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.02,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,coverage,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.02,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,fixed_risk_success,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.02,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,executed_success,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.02,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,false_safe_rate,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.02,skill_half_life_scheduler_v5,bayesian_skill_survival,coverage,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.02,skill_half_life_scheduler_v5,bayesian_skill_survival,fixed_risk_success,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.02,skill_half_life_scheduler_v5,bayesian_skill_survival,executed_success,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.02,skill_half_life_scheduler_v5,bayesian_skill_survival,false_safe_rate,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.02,skill_half_life_scheduler_v5,cvar_lifetime_guard,coverage,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.02,skill_half_life_scheduler_v5,cvar_lifetime_guard,fixed_risk_success,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.02,skill_half_life_scheduler_v5,cvar_lifetime_guard,executed_success,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.02,skill_half_life_scheduler_v5,cvar_lifetime_guard,false_safe_rate,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.02,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,coverage,-0.00050,0.00098,-0.00148,10
contact_mode_chatter,0.02,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,fixed_risk_success,-0.00050,0.00098,-0.00148,10
contact_mode_chatter,0.02,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,executed_success,-0.10000,0.19600,-0.29600,10
contact_mode_chatter,0.02,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,false_safe_rate,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.05,skill_half_life_scheduler_v5,conformal_risk_gate,coverage,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.05,skill_half_life_scheduler_v5,conformal_risk_gate,fixed_risk_success,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.05,skill_half_life_scheduler_v5,conformal_risk_gate,executed_success,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.05,skill_half_life_scheduler_v5,conformal_risk_gate,false_safe_rate,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.05,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,coverage,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.05,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,fixed_risk_success,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.05,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,executed_success,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.05,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,false_safe_rate,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.05,skill_half_life_scheduler_v5,bayesian_skill_survival,coverage,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.05,skill_half_life_scheduler_v5,bayesian_skill_survival,fixed_risk_success,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.05,skill_half_life_scheduler_v5,bayesian_skill_survival,executed_success,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.05,skill_half_life_scheduler_v5,bayesian_skill_survival,false_safe_rate,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.05,skill_half_life_scheduler_v5,cvar_lifetime_guard,coverage,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.05,skill_half_life_scheduler_v5,cvar_lifetime_guard,fixed_risk_success,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.05,skill_half_life_scheduler_v5,cvar_lifetime_guard,executed_success,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.05,skill_half_life_scheduler_v5,cvar_lifetime_guard,false_safe_rate,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.05,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,coverage,-0.03450,0.00494,-0.03944,10
contact_mode_chatter,0.05,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,fixed_risk_success,-0.03150,0.00414,-0.03564,10
contact_mode_chatter,0.05,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,executed_success,-0.91794,0.05589,-0.97383,10
contact_mode_chatter,0.05,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,false_safe_rate,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.10,skill_half_life_scheduler_v5,conformal_risk_gate,coverage,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.10,skill_half_life_scheduler_v5,conformal_risk_gate,fixed_risk_success,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.10,skill_half_life_scheduler_v5,conformal_risk_gate,executed_success,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.10,skill_half_life_scheduler_v5,conformal_risk_gate,false_safe_rate,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.10,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,coverage,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.10,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,fixed_risk_success,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.10,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,executed_success,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.10,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,false_safe_rate,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.10,skill_half_life_scheduler_v5,bayesian_skill_survival,coverage,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.10,skill_half_life_scheduler_v5,bayesian_skill_survival,fixed_risk_success,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.10,skill_half_life_scheduler_v5,bayesian_skill_survival,executed_success,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.10,skill_half_life_scheduler_v5,bayesian_skill_survival,false_safe_rate,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.10,skill_half_life_scheduler_v5,cvar_lifetime_guard,coverage,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.10,skill_half_life_scheduler_v5,cvar_lifetime_guard,fixed_risk_success,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.10,skill_half_life_scheduler_v5,cvar_lifetime_guard,executed_success,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.10,skill_half_life_scheduler_v5,cvar_lifetime_guard,false_safe_rate,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.10,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,coverage,-0.10600,0.00616,-0.11216,10
contact_mode_chatter,0.10,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,fixed_risk_success,-0.09500,0.00716,-0.10216,10
contact_mode_chatter,0.10,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,executed_success,-0.89576,0.04032,-0.93608,10
contact_mode_chatter,0.10,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,false_safe_rate,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.20,skill_half_life_scheduler_v5,conformal_risk_gate,coverage,0.02750,0.00468,0.02282,10
contact_mode_chatter,0.20,skill_half_life_scheduler_v5,conformal_risk_gate,fixed_risk_success,0.02200,0.00673,0.01527,10
contact_mode_chatter,0.20,skill_half_life_scheduler_v5,conformal_risk_gate,executed_success,-0.01684,0.08332,-0.10016,10
contact_mode_chatter,0.20,skill_half_life_scheduler_v5,conformal_risk_gate,false_safe_rate,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.20,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,coverage,-0.01000,0.00506,-0.01506,10
contact_mode_chatter,0.20,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,fixed_risk_success,-0.01050,0.00996,-0.02046,10
contact_mode_chatter,0.20,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,executed_success,-0.01783,0.07206,-0.08989,10
contact_mode_chatter,0.20,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,false_safe_rate,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.20,skill_half_life_scheduler_v5,bayesian_skill_survival,coverage,0.01950,0.00449,0.01501,10
contact_mode_chatter,0.20,skill_half_life_scheduler_v5,bayesian_skill_survival,fixed_risk_success,0.01350,0.00585,0.00765,10
contact_mode_chatter,0.20,skill_half_life_scheduler_v5,bayesian_skill_survival,executed_success,-0.03832,0.07181,-0.11013,10
contact_mode_chatter,0.20,skill_half_life_scheduler_v5,bayesian_skill_survival,false_safe_rate,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.20,skill_half_life_scheduler_v5,cvar_lifetime_guard,coverage,0.09850,0.00638,0.09212,10
contact_mode_chatter,0.20,skill_half_life_scheduler_v5,cvar_lifetime_guard,fixed_risk_success,0.08300,0.00719,0.07581,10
contact_mode_chatter,0.20,skill_half_life_scheduler_v5,cvar_lifetime_guard,executed_success,0.64439,0.26488,0.37952,10
contact_mode_chatter,0.20,skill_half_life_scheduler_v5,cvar_lifetime_guard,false_safe_rate,0.00000,0.00000,0.00000,10
contact_mode_chatter,0.20,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,coverage,-0.44800,0.05605,-0.50405,10
contact_mode_chatter,0.20,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,fixed_risk_success,-0.37700,0.04451,-0.42151,10
contact_mode_chatter,0.20,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,executed_success,-0.00035,0.04303,-0.04338,10
contact_mode_chatter,0.20,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,false_safe_rate,0.00000,0.00000,0.00000,10
