split,target,reference,metric,mean_diff,ci95,lower95,target_better_seeds,seeds
hard_regime_aggregate,skill_half_life_scheduler_v5,cvar_lifetime_guard,late_success,-0.02535,0.00707,-0.03243,0,10
hard_regime_aggregate,skill_half_life_scheduler_v5,cvar_lifetime_guard,unsafe_failure,0.00125,0.00066,0.00059,0,10
hard_regime_aggregate,skill_half_life_scheduler_v5,cvar_lifetime_guard,stale_execution,0.00000,0.00000,0.00000,0,10
hard_regime_aggregate,skill_half_life_scheduler_v5,cvar_lifetime_guard,total_cost,-0.04441,0.00080,-0.04521,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,cvar_lifetime_guard,half_life_error,0.03993,0.00225,0.03769,0,10
hard_regime_aggregate,skill_half_life_scheduler_v5,cvar_lifetime_guard,calibration_error,0.00740,0.00217,0.00523,0,10
hard_regime_aggregate,skill_half_life_scheduler_v5,cvar_lifetime_guard,safety_utility,-0.00671,0.00370,-0.01041,1,10
hard_regime_aggregate,skill_half_life_scheduler_v5,domain_randomized_clone,goal_success,0.40692,0.00817,0.39875,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,domain_randomized_clone,late_success,0.61911,0.00964,0.60947,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,domain_randomized_clone,unsafe_failure,-0.31156,0.00352,-0.31509,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,domain_randomized_clone,stale_execution,-0.72536,0.00489,-0.73025,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,domain_randomized_clone,total_cost,-0.17916,0.00292,-0.18208,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,domain_randomized_clone,half_life_error,-0.41491,0.00207,-0.41698,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,domain_randomized_clone,calibration_error,-0.11012,0.00295,-0.11307,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,domain_randomized_clone,safety_utility,0.95280,0.01101,0.94179,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,goal_success,0.01326,0.00486,0.00840,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,late_success,0.01339,0.01197,0.00142,6,10
hard_regime_aggregate,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,unsafe_failure,0.00018,0.00087,-0.00069,4,10
hard_regime_aggregate,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,stale_execution,0.00000,0.00000,0.00000,0,10
hard_regime_aggregate,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,total_cost,-0.00106,0.00080,-0.00186,8,10
hard_regime_aggregate,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,half_life_error,0.04972,0.00137,0.04834,0,10
hard_regime_aggregate,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,calibration_error,-0.01647,0.00282,-0.01928,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,ensemble_uncertainty_gate,safety_utility,0.01325,0.00491,0.00834,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,fixed_interval_refresh,goal_success,0.15339,0.00567,0.14772,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,fixed_interval_refresh,late_success,0.19286,0.00815,0.18471,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,fixed_interval_refresh,unsafe_failure,-0.03295,0.00317,-0.03611,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,fixed_interval_refresh,stale_execution,-0.14942,0.00260,-0.15201,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,fixed_interval_refresh,total_cost,0.04548,0.00273,0.04274,0,10
hard_regime_aggregate,skill_half_life_scheduler_v5,fixed_interval_refresh,half_life_error,-0.21552,0.00660,-0.22212,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,fixed_interval_refresh,calibration_error,-0.10208,0.00220,-0.10427,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,fixed_interval_refresh,safety_utility,0.22682,0.00687,0.21995,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,frozen_behavior_clone,goal_success,0.45156,0.00737,0.44419,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,frozen_behavior_clone,late_success,0.65464,0.01066,0.64399,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,frozen_behavior_clone,unsafe_failure,-0.36920,0.00476,-0.37395,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,frozen_behavior_clone,stale_execution,-0.72536,0.00489,-0.73025,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,frozen_behavior_clone,total_cost,-0.22815,0.00399,-0.23214,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,frozen_behavior_clone,half_life_error,-0.73150,0.00328,-0.73478,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,frozen_behavior_clone,calibration_error,-0.12473,0.00314,-0.12787,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,frozen_behavior_clone,safety_utility,1.05502,0.01068,1.04434,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,hazard_regression_refresh,goal_success,0.03094,0.00605,0.02489,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,hazard_regression_refresh,late_success,0.03053,0.01607,0.01447,9,10
hard_regime_aggregate,skill_half_life_scheduler_v5,hazard_regression_refresh,unsafe_failure,-0.00246,0.00132,-0.00377,9,10
hard_regime_aggregate,skill_half_life_scheduler_v5,hazard_regression_refresh,stale_execution,0.00000,0.00000,0.00000,0,10
hard_regime_aggregate,skill_half_life_scheduler_v5,hazard_regression_refresh,total_cost,0.04858,0.00119,0.04739,0,10
hard_regime_aggregate,skill_half_life_scheduler_v5,hazard_regression_refresh,half_life_error,-0.05588,0.00254,-0.05842,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,hazard_regression_refresh,calibration_error,-0.02254,0.00328,-0.02582,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,hazard_regression_refresh,safety_utility,0.02630,0.00652,0.01978,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,online_finetune,goal_success,0.27549,0.00630,0.26919,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,online_finetune,late_success,0.39143,0.02336,0.36807,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,online_finetune,unsafe_failure,-0.13705,0.00494,-0.14199,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,online_finetune,stale_execution,-0.50964,0.01277,-0.52242,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,online_finetune,total_cost,-0.04135,0.00425,-0.04560,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,online_finetune,half_life_error,-0.11973,0.00156,-0.12129,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,online_finetune,calibration_error,-0.12545,0.00271,-0.12816,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,online_finetune,safety_utility,0.57517,0.01246,0.56271,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,goal_success,-0.01955,0.00626,-0.02581,0,10
hard_regime_aggregate,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,late_success,-0.02661,0.00867,-0.03528,0,10
hard_regime_aggregate,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,unsafe_failure,0.00120,0.00080,0.00040,1,10
hard_regime_aggregate,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,stale_execution,0.00000,0.00000,0.00000,0,10
hard_regime_aggregate,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,total_cost,-0.00478,0.00069,-0.00547,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,half_life_error,0.13000,0.00147,0.12853,0,10
hard_regime_aggregate,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,calibration_error,0.02042,0.00349,0.01693,0,10
hard_regime_aggregate,skill_half_life_scheduler_v5,oracle_shift_aware_scheduler,safety_utility,-0.01995,0.00638,-0.02633,0,10
hard_regime_aggregate,skill_half_life_scheduler_v5,scalar_uncertainty_gate,goal_success,0.05781,0.00648,0.05133,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,scalar_uncertainty_gate,late_success,0.06375,0.00678,0.05697,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,scalar_uncertainty_gate,unsafe_failure,-0.00468,0.00120,-0.00588,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,scalar_uncertainty_gate,stale_execution,0.00000,0.00000,0.00000,0,10
hard_regime_aggregate,skill_half_life_scheduler_v5,scalar_uncertainty_gate,total_cost,0.02194,0.00122,0.02073,0,10
hard_regime_aggregate,skill_half_life_scheduler_v5,scalar_uncertainty_gate,half_life_error,0.00811,0.00139,0.00672,0,10
hard_regime_aggregate,skill_half_life_scheduler_v5,scalar_uncertainty_gate,calibration_error,-0.05145,0.00334,-0.05479,10,10
hard_regime_aggregate,skill_half_life_scheduler_v5,scalar_uncertainty_gate,safety_utility,0.05886,0.00606,0.05281,10,10
