split,method,seed,goal_success,success_auc,late_success,unsafe_failure,stale_execution,refresh_rate,probe_rate,abstain_rate,total_cost,half_life_error,calibration_error,risk_upper,hazard_score,safety_utility,rows,stress_axis,stress_level
combined_micro_shift,ensemble_uncertainty_gate,8,0.75000,0.74516,0.80000,0.00625,0.00000,0.16250,0.55000,0.00000,1.09981,0.10066,0.34340,0.27444,0.15715,0.73053,160,sensor_noise,0.50
combined_micro_shift,ensemble_uncertainty_gate,9,0.80000,0.80645,0.72500,0.00000,0.00000,0.16250,0.57500,0.00000,1.09688,0.10268,0.31827,0.27559,0.15595,0.78644,160,sensor_noise,0.50
combined_micro_shift,bayesian_skill_survival,0,0.81875,0.81290,0.80000,0.00625,0.00000,0.20625,0.57500,0.00000,1.11356,0.14386,0.29502,0.28916,0.15534,0.79735,160,sensor_noise,0.50
combined_micro_shift,bayesian_skill_survival,1,0.83750,0.84194,0.87500,0.00000,0.00000,0.21250,0.58125,0.00000,1.11047,0.15083,0.28962,0.29406,0.15463,0.82203,160,sensor_noise,0.50
combined_micro_shift,bayesian_skill_survival,2,0.86875,0.86452,0.90000,0.00625,0.00000,0.20000,0.61875,0.00000,1.11609,0.14813,0.27320,0.29244,0.15746,0.84700,160,sensor_noise,0.50
combined_micro_shift,bayesian_skill_survival,3,0.88750,0.89032,0.95000,0.00625,0.00000,0.22500,0.57500,0.00000,1.11844,0.15236,0.26121,0.29282,0.15310,0.86542,160,sensor_noise,0.50
combined_micro_shift,bayesian_skill_survival,4,0.83125,0.82903,0.80000,0.00625,0.00000,0.21875,0.56875,0.00000,1.11622,0.14910,0.28796,0.29165,0.15338,0.80948,160,sensor_noise,0.50
combined_micro_shift,bayesian_skill_survival,5,0.80000,0.80000,0.82500,0.00625,0.00000,0.21250,0.60625,0.00000,1.11816,0.15474,0.31543,0.29695,0.15876,0.77796,160,sensor_noise,0.50
combined_micro_shift,bayesian_skill_survival,6,0.78125,0.77419,0.82500,0.00625,0.00000,0.21250,0.59375,0.00000,1.11697,0.14572,0.31977,0.29523,0.15848,0.75937,160,sensor_noise,0.50
combined_micro_shift,bayesian_skill_survival,7,0.80625,0.80000,0.77500,0.00625,0.00000,0.20000,0.61250,0.00000,1.11550,0.15229,0.30753,0.29249,0.15680,0.78458,160,sensor_noise,0.50
combined_micro_shift,bayesian_skill_survival,8,0.81250,0.81613,0.87500,0.00000,0.00000,0.19375,0.58750,0.00000,1.10619,0.13055,0.30761,0.29366,0.16088,0.79763,160,sensor_noise,0.50
combined_micro_shift,bayesian_skill_survival,9,0.81875,0.81935,0.77500,0.00000,0.00000,0.21250,0.57500,0.00000,1.10988,0.14974,0.30101,0.29273,0.15548,0.80337,160,sensor_noise,0.50
combined_micro_shift,cvar_lifetime_guard,0,0.80000,0.80645,0.85000,0.00625,0.00000,0.46250,0.50625,0.00000,1.17366,0.10106,0.29967,0.33565,0.09717,0.77019,160,sensor_noise,0.50
combined_micro_shift,cvar_lifetime_guard,1,0.84375,0.84194,0.85000,0.00000,0.00000,0.50000,0.48125,0.00000,1.17572,0.10477,0.27003,0.34116,0.09766,0.81915,160,sensor_noise,0.50
combined_micro_shift,cvar_lifetime_guard,2,0.85000,0.85484,0.80000,0.00000,0.00000,0.49375,0.46875,0.00000,1.17291,0.11074,0.26553,0.33739,0.09616,0.82579,160,sensor_noise,0.50
combined_micro_shift,cvar_lifetime_guard,3,0.79375,0.79677,0.77500,0.00000,0.00000,0.52500,0.43125,0.00000,1.17747,0.11813,0.30043,0.33882,0.09391,0.76890,160,sensor_noise,0.50
combined_micro_shift,cvar_lifetime_guard,4,0.81875,0.81613,0.82500,0.00000,0.00000,0.50625,0.47500,0.00000,1.17675,0.11036,0.28364,0.33740,0.09375,0.79400,160,sensor_noise,0.50
combined_micro_shift,cvar_lifetime_guard,5,0.86250,0.86129,0.77500,0.00000,0.00000,0.47500,0.50625,0.00000,1.17159,0.11657,0.25513,0.34253,0.09880,0.83848,160,sensor_noise,0.50
combined_micro_shift,cvar_lifetime_guard,6,0.88750,0.89032,0.82500,0.00000,0.00000,0.48750,0.48125,0.00000,1.17247,0.09898,0.24259,0.33990,0.09663,0.86335,160,sensor_noise,0.50
combined_micro_shift,cvar_lifetime_guard,7,0.87500,0.87419,0.77500,0.00000,0.00000,0.48125,0.50000,0.00000,1.17263,0.10976,0.24814,0.33749,0.09559,0.85083,160,sensor_noise,0.50
combined_micro_shift,cvar_lifetime_guard,8,0.83750,0.83548,0.85000,0.00000,0.00000,0.44375,0.54375,0.00000,1.16703,0.09722,0.27730,0.33852,0.09944,0.81412,160,sensor_noise,0.50
combined_micro_shift,cvar_lifetime_guard,9,0.81875,0.81613,0.85000,0.00000,0.00000,0.51875,0.47500,0.00000,1.18000,0.11751,0.28504,0.33709,0.09298,0.79355,160,sensor_noise,0.50
combined_micro_shift,skill_half_life_scheduler_v5,0,0.88750,0.88387,0.80000,0.00000,0.00000,0.15625,0.55000,0.00000,1.09288,0.12755,0.25569,0.27970,0.14928,0.87450,160,sensor_noise,0.50
combined_micro_shift,skill_half_life_scheduler_v5,1,0.82500,0.82581,0.87500,0.00000,0.00000,0.15625,0.56250,0.00000,1.09406,0.12600,0.29204,0.28481,0.14795,0.81183,160,sensor_noise,0.50
combined_micro_shift,skill_half_life_scheduler_v5,2,0.81250,0.80645,0.80000,0.00000,0.00000,0.16250,0.52500,0.00000,1.09213,0.12033,0.29815,0.28048,0.14585,0.79960,160,sensor_noise,0.50
combined_micro_shift,skill_half_life_scheduler_v5,3,0.80625,0.80323,0.82500,0.01875,0.00000,0.16250,0.53750,0.00000,1.10925,0.10819,0.30371,0.28453,0.14856,0.77446,160,sensor_noise,0.50
combined_micro_shift,skill_half_life_scheduler_v5,4,0.85000,0.84516,0.85000,0.00000,0.00000,0.15625,0.56875,0.00000,1.09466,0.12843,0.27764,0.28490,0.15172,0.83675,160,sensor_noise,0.50
combined_micro_shift,skill_half_life_scheduler_v5,5,0.80625,0.80645,0.80000,0.00000,0.00000,0.16250,0.55625,0.00000,1.09509,0.12236,0.30271,0.28592,0.14816,0.79294,160,sensor_noise,0.50
combined_micro_shift,skill_half_life_scheduler_v5,6,0.79375,0.79355,0.85000,0.00000,0.00000,0.16250,0.54375,0.00000,1.09391,0.12072,0.30936,0.28431,0.14841,0.78060,160,sensor_noise,0.50
combined_micro_shift,skill_half_life_scheduler_v5,7,0.81250,0.81290,0.72500,0.00000,0.00000,0.15000,0.57500,0.00000,1.09363,0.11763,0.29536,0.28232,0.14889,0.79939,160,sensor_noise,0.50
combined_micro_shift,skill_half_life_scheduler_v5,8,0.80625,0.80968,0.67500,0.00000,0.00000,0.15625,0.52500,0.00000,1.09050,0.14309,0.30553,0.28048,0.14649,0.79358,160,sensor_noise,0.50
combined_micro_shift,skill_half_life_scheduler_v5,9,0.76875,0.77097,0.70000,0.00000,0.00000,0.15625,0.55000,0.00000,1.09288,0.12556,0.32663,0.28384,0.14977,0.75575,160,sensor_noise,0.50
combined_micro_shift,oracle_shift_aware_scheduler,0,0.83750,0.83548,0.80000,0.00000,0.00000,0.18750,0.53125,0.00000,1.09922,0.00000,0.27808,0.17774,0.14402,0.82361,160,sensor_noise,0.50
combined_micro_shift,oracle_shift_aware_scheduler,1,0.81250,0.81290,0.82500,0.00625,0.00000,0.19375,0.56875,0.00000,1.10972,0.00000,0.29507,0.18131,0.14189,0.79164,160,sensor_noise,0.50
combined_micro_shift,oracle_shift_aware_scheduler,2,0.90625,0.90323,0.87500,0.00000,0.00000,0.19375,0.51250,0.00000,1.09906,0.00000,0.23215,0.17670,0.14126,0.89238,160,sensor_noise,0.50
combined_micro_shift,oracle_shift_aware_scheduler,3,0.78750,0.78065,0.87500,0.00625,0.00000,0.20000,0.51875,0.00000,1.10659,0.00000,0.30175,0.17793,0.14087,0.76708,160,sensor_noise,0.50
combined_micro_shift,oracle_shift_aware_scheduler,4,0.78750,0.78710,0.82500,0.00000,0.00000,0.19375,0.52500,0.00000,1.10025,0.00000,0.31244,0.17982,0.14388,0.77346,160,sensor_noise,0.50
combined_micro_shift,oracle_shift_aware_scheduler,5,0.82500,0.82258,0.85000,0.00000,0.00000,0.19375,0.54375,0.00000,1.10203,0.00000,0.28201,0.18114,0.14354,0.81072,160,sensor_noise,0.50
combined_micro_shift,oracle_shift_aware_scheduler,6,0.76875,0.77097,0.65000,0.00000,0.00000,0.20000,0.53750,0.00000,1.10306,0.00000,0.31708,0.18300,0.14483,0.75432,160,sensor_noise,0.50
combined_micro_shift,oracle_shift_aware_scheduler,7,0.89375,0.89355,0.90000,0.00000,0.00000,0.18750,0.52500,0.00000,1.09862,0.00000,0.24059,0.17744,0.14265,0.87994,160,sensor_noise,0.50
combined_micro_shift,oracle_shift_aware_scheduler,8,0.78125,0.78387,0.75000,0.00000,0.00000,0.18750,0.56250,0.00000,1.10219,0.00000,0.30856,0.18327,0.14542,0.76694,160,sensor_noise,0.50
combined_micro_shift,oracle_shift_aware_scheduler,9,0.83750,0.83871,0.82500,0.00625,0.00000,0.19375,0.53750,0.00000,1.10675,0.00000,0.27597,0.18025,0.14400,0.81706,160,sensor_noise,0.50
combined_micro_shift,domain_randomized_clone,0,0.49375,0.48065,0.22500,0.20625,0.56250,0.00000,0.00000,0.00000,1.17531,0.65155,0.43190,0.31919,0.39720,0.09646,160,sensor_noise,0.75
combined_micro_shift,domain_randomized_clone,1,0.50000,0.49677,0.20000,0.18125,0.55625,0.00000,0.00000,0.00000,1.15406,0.62835,0.41524,0.31846,0.39668,0.12981,160,sensor_noise,0.75
combined_micro_shift,domain_randomized_clone,2,0.50000,0.49677,0.25000,0.23125,0.57500,0.00000,0.00000,0.00000,1.19656,0.63615,0.42502,0.31813,0.39833,0.07348,160,sensor_noise,0.75
combined_micro_shift,domain_randomized_clone,3,0.51250,0.51290,0.27500,0.20625,0.56250,0.00000,0.00000,0.00000,1.17531,0.64224,0.43592,0.31590,0.39627,0.11521,160,sensor_noise,0.75
combined_micro_shift,domain_randomized_clone,4,0.46875,0.46774,0.17500,0.19375,0.58125,0.00000,0.00000,0.00000,1.16469,0.63020,0.41802,0.32030,0.39892,0.07757,160,sensor_noise,0.75
combined_micro_shift,domain_randomized_clone,5,0.47500,0.47097,0.25000,0.20625,0.58750,0.00000,0.00000,0.00000,1.17531,0.64097,0.43848,0.32058,0.39827,0.06921,160,sensor_noise,0.75
combined_micro_shift,domain_randomized_clone,6,0.53125,0.53548,0.27500,0.20625,0.58125,0.00000,0.00000,0.00000,1.17531,0.66703,0.40725,0.32010,0.39683,0.12758,160,sensor_noise,0.75
combined_micro_shift,domain_randomized_clone,7,0.54375,0.55161,0.25000,0.20625,0.56875,0.00000,0.00000,0.00000,1.17531,0.64305,0.42927,0.32924,0.40139,0.14433,160,sensor_noise,0.75
combined_micro_shift,domain_randomized_clone,8,0.51250,0.50968,0.22500,0.17500,0.56250,0.00000,0.00000,0.00000,1.14875,0.62417,0.41458,0.32322,0.40005,0.14642,160,sensor_noise,0.75
combined_micro_shift,domain_randomized_clone,9,0.50625,0.50645,0.20000,0.17500,0.56875,0.00000,0.00000,0.00000,1.14875,0.65445,0.41569,0.32159,0.39843,0.13805,160,sensor_noise,0.75
combined_micro_shift,conformal_risk_gate,0,0.80625,0.80323,0.80000,0.00000,0.00000,0.17500,0.56875,0.00000,1.09953,0.10752,0.31712,0.32461,0.15701,0.79232,160,sensor_noise,0.75
combined_micro_shift,conformal_risk_gate,1,0.77500,0.77742,0.70000,0.00625,0.00000,0.19375,0.53125,0.00000,1.10616,0.10863,0.33068,0.32048,0.14967,0.75464,160,sensor_noise,0.75
combined_micro_shift,conformal_risk_gate,2,0.83125,0.82903,0.80000,0.00000,0.00000,0.17500,0.57500,0.00000,1.10013,0.10318,0.30029,0.32077,0.15259,0.81723,160,sensor_noise,0.75
combined_micro_shift,conformal_risk_gate,3,0.75000,0.74839,0.77500,0.00000,0.00000,0.18125,0.55000,0.00000,1.09937,0.10669,0.34772,0.31884,0.15115,0.73609,160,sensor_noise,0.75
combined_micro_shift,conformal_risk_gate,4,0.77500,0.78387,0.67500,0.00000,0.00000,0.16875,0.56875,0.00000,1.09791,0.11155,0.32920,0.32181,0.15093,0.76129,160,sensor_noise,0.75
combined_micro_shift,conformal_risk_gate,5,0.83125,0.82903,0.90000,0.00000,0.00000,0.18750,0.52500,0.00000,1.09862,0.10369,0.29662,0.32080,0.14759,0.81744,160,sensor_noise,0.75
combined_micro_shift,conformal_risk_gate,6,0.76875,0.77097,0.75000,0.02500,0.00000,0.17500,0.57500,0.00000,1.12138,0.09810,0.33573,0.32557,0.15675,0.72976,160,sensor_noise,0.75
combined_micro_shift,conformal_risk_gate,7,0.80625,0.81290,0.85000,0.00000,0.00000,0.18750,0.55625,0.00000,1.10159,0.10517,0.31695,0.32819,0.14820,0.79203,160,sensor_noise,0.75
combined_micro_shift,conformal_risk_gate,8,0.80000,0.79355,0.82500,0.00625,0.00000,0.18125,0.56250,0.00000,1.10587,0.09544,0.31500,0.32640,0.15532,0.77968,160,sensor_noise,0.75
combined_micro_shift,conformal_risk_gate,9,0.85000,0.84839,0.82500,0.00625,0.00000,0.19375,0.53750,0.00000,1.10675,0.11271,0.29081,0.32283,0.14982,0.82956,160,sensor_noise,0.75
combined_micro_shift,ensemble_uncertainty_gate,0,0.79375,0.79032,0.87500,0.00625,0.00000,0.17500,0.57500,0.00000,1.10544,0.12033,0.31998,0.29218,0.15853,0.77349,160,sensor_noise,0.75
combined_micro_shift,ensemble_uncertainty_gate,1,0.80000,0.80000,0.75000,0.00000,0.00000,0.18125,0.56250,0.00000,1.10056,0.11773,0.31107,0.28897,0.15299,0.78592,160,sensor_noise,0.75
combined_micro_shift,ensemble_uncertainty_gate,2,0.81250,0.80968,0.80000,0.00000,0.00000,0.16875,0.58125,0.00000,1.09909,0.11381,0.31001,0.28898,0.15540,0.79863,160,sensor_noise,0.75
combined_micro_shift,ensemble_uncertainty_gate,3,0.76875,0.76452,0.72500,0.00000,0.00000,0.17500,0.55625,0.00000,1.09834,0.11822,0.33165,0.28753,0.15487,0.75498,160,sensor_noise,0.75
combined_micro_shift,ensemble_uncertainty_gate,4,0.83125,0.82903,0.70000,0.00000,0.00000,0.17500,0.54375,0.00000,1.09716,0.12417,0.29232,0.28980,0.15323,0.81765,160,sensor_noise,0.75
combined_micro_shift,ensemble_uncertainty_gate,5,0.78750,0.79032,0.80000,0.00625,0.00000,0.16875,0.56250,0.00000,1.10263,0.10937,0.32502,0.29092,0.15423,0.76763,160,sensor_noise,0.75
combined_micro_shift,ensemble_uncertainty_gate,6,0.80000,0.79677,0.70000,0.00000,0.00000,0.16875,0.58750,0.00000,1.09969,0.11503,0.31889,0.29120,0.15435,0.78604,160,sensor_noise,0.75
combined_micro_shift,ensemble_uncertainty_gate,7,0.82500,0.82258,0.75000,0.00625,0.00000,0.18750,0.56875,0.00000,1.10809,0.11626,0.30238,0.29549,0.14918,0.80437,160,sensor_noise,0.75
combined_micro_shift,ensemble_uncertainty_gate,8,0.77500,0.76774,0.75000,0.00000,0.00000,0.18125,0.55625,0.00000,1.09997,0.10984,0.32351,0.29305,0.15503,0.76100,160,sensor_noise,0.75
combined_micro_shift,ensemble_uncertainty_gate,9,0.83750,0.84194,0.75000,0.00000,0.00000,0.18750,0.54375,0.00000,1.10041,0.12358,0.29519,0.29132,0.15318,0.82344,160,sensor_noise,0.75
combined_micro_shift,bayesian_skill_survival,0,0.83125,0.82581,0.85000,0.00000,0.00000,0.22500,0.58125,0.00000,1.11372,0.20179,0.28810,0.30983,0.15604,0.81533,160,sensor_noise,0.75
combined_micro_shift,bayesian_skill_survival,1,0.86250,0.86452,0.85000,0.00000,0.00000,0.21875,0.61250,0.00000,1.11506,0.20482,0.27231,0.30964,0.15662,0.84639,160,sensor_noise,0.75
combined_micro_shift,bayesian_skill_survival,2,0.85000,0.85161,0.80000,0.00000,0.00000,0.20625,0.65625,0.00000,1.11597,0.19386,0.28480,0.30953,0.15870,0.83376,160,sensor_noise,0.75
combined_micro_shift,bayesian_skill_survival,3,0.85625,0.85484,0.87500,0.00625,0.00000,0.21875,0.61250,0.00000,1.12037,0.19411,0.27403,0.30816,0.15831,0.83390,160,sensor_noise,0.75
combined_micro_shift,bayesian_skill_survival,4,0.85625,0.86129,0.77500,0.00000,0.00000,0.23125,0.58750,0.00000,1.11594,0.20495,0.27247,0.30826,0.15239,0.84002,160,sensor_noise,0.75
combined_micro_shift,bayesian_skill_survival,5,0.86250,0.86129,0.80000,0.00000,0.00000,0.23125,0.60000,0.00000,1.11713,0.19930,0.27076,0.31063,0.15586,0.84610,160,sensor_noise,0.75
combined_micro_shift,bayesian_skill_survival,6,0.80625,0.80968,0.75000,0.00000,0.00000,0.21875,0.61250,0.00000,1.11506,0.19316,0.31224,0.31108,0.15631,0.79014,160,sensor_noise,0.75
combined_micro_shift,bayesian_skill_survival,7,0.83750,0.83548,0.80000,0.00000,0.00000,0.24375,0.62500,0.00000,1.12275,0.21162,0.28720,0.31780,0.15604,0.82032,160,sensor_noise,0.75
combined_micro_shift,bayesian_skill_survival,8,0.85625,0.85484,0.77500,0.00000,0.00000,0.23750,0.58750,0.00000,1.11756,0.20791,0.27751,0.31355,0.15820,0.83979,160,sensor_noise,0.75
combined_micro_shift,bayesian_skill_survival,9,0.81250,0.80645,0.77500,0.00000,0.00000,0.23750,0.58750,0.00000,1.11756,0.19420,0.29928,0.31039,0.15355,0.79604,160,sensor_noise,0.75
combined_micro_shift,cvar_lifetime_guard,0,0.87500,0.87097,0.85000,0.00000,0.00000,0.59375,0.40625,0.00000,1.19297,0.14603,0.24080,0.35482,0.08699,0.84798,160,sensor_noise,0.75
combined_micro_shift,cvar_lifetime_guard,1,0.84375,0.84194,0.82500,0.00000,0.00000,0.57500,0.42500,0.00000,1.18988,0.15284,0.26357,0.35474,0.08780,0.81717,160,sensor_noise,0.75
combined_micro_shift,cvar_lifetime_guard,2,0.87500,0.87097,0.90000,0.00000,0.00000,0.61250,0.38125,0.00000,1.19547,0.13712,0.24584,0.35290,0.08636,0.84763,160,sensor_noise,0.75
combined_micro_shift,cvar_lifetime_guard,3,0.83750,0.84194,0.82500,0.00000,0.00000,0.61875,0.37500,0.00000,1.19650,0.13475,0.26997,0.35039,0.08376,0.80999,160,sensor_noise,0.75
combined_micro_shift,cvar_lifetime_guard,4,0.85000,0.84839,0.82500,0.00625,0.00000,0.60625,0.38750,0.00000,1.19975,0.15050,0.26267,0.35421,0.08529,0.81654,160,sensor_noise,0.75
combined_micro_shift,cvar_lifetime_guard,5,0.86875,0.87097,0.85000,0.00000,0.00000,0.61250,0.38750,0.00000,1.19606,0.14120,0.24932,0.35566,0.08691,0.84130,160,sensor_noise,0.75
combined_micro_shift,cvar_lifetime_guard,6,0.83125,0.82903,0.77500,0.00625,0.00000,0.60625,0.38750,0.00000,1.19975,0.13472,0.27143,0.35471,0.08455,0.79779,160,sensor_noise,0.75
combined_micro_shift,cvar_lifetime_guard,7,0.85000,0.85161,0.82500,0.00000,0.00000,0.65625,0.33750,0.00000,1.20269,0.15222,0.25873,0.36143,0.08424,0.82162,160,sensor_noise,0.75
combined_micro_shift,cvar_lifetime_guard,8,0.86250,0.85806,0.90000,0.00625,0.00000,0.63125,0.36250,0.00000,1.20388,0.14216,0.24999,0.35553,0.08309,0.82846,160,sensor_noise,0.75
combined_micro_shift,cvar_lifetime_guard,9,0.86250,0.86452,0.90000,0.00000,0.00000,0.60000,0.38750,0.00000,1.19281,0.14498,0.25626,0.35693,0.08755,0.83551,160,sensor_noise,0.75
combined_micro_shift,skill_half_life_scheduler_v5,0,0.76250,0.75806,0.77500,0.00000,0.00000,0.15000,0.59375,0.00000,1.09541,0.14654,0.32594,0.30097,0.15114,0.74914,160,sensor_noise,0.75
combined_micro_shift,skill_half_life_scheduler_v5,1,0.83125,0.83226,0.85000,0.00000,0.00000,0.15625,0.58125,0.00000,1.09584,0.13338,0.29058,0.29974,0.14970,0.81783,160,sensor_noise,0.75
combined_micro_shift,skill_half_life_scheduler_v5,2,0.79375,0.79032,0.80000,0.00625,0.00000,0.15625,0.57500,0.00000,1.10056,0.12697,0.30998,0.29767,0.14839,0.77417,160,sensor_noise,0.75
combined_micro_shift,skill_half_life_scheduler_v5,3,0.78125,0.78710,0.70000,0.00625,0.00000,0.16250,0.54375,0.00000,1.09922,0.14428,0.31783,0.29672,0.14900,0.76186,160,sensor_noise,0.75
combined_micro_shift,skill_half_life_scheduler_v5,4,0.86250,0.86774,0.80000,0.00000,0.00000,0.16250,0.55000,0.00000,1.09450,0.14373,0.27623,0.29891,0.14705,0.84927,160,sensor_noise,0.75
combined_micro_shift,skill_half_life_scheduler_v5,5,0.80000,0.80323,0.65000,0.00000,0.00000,0.16250,0.55625,0.00000,1.09509,0.13481,0.30826,0.30117,0.14971,0.78669,160,sensor_noise,0.75
combined_micro_shift,skill_half_life_scheduler_v5,6,0.81875,0.81613,0.77500,0.00000,0.00000,0.15625,0.56875,0.00000,1.09466,0.14419,0.29630,0.30223,0.15096,0.80550,160,sensor_noise,0.75
combined_micro_shift,skill_half_life_scheduler_v5,7,0.80625,0.80968,0.82500,0.00000,0.00000,0.16875,0.55625,0.00000,1.09672,0.12605,0.30577,0.30899,0.15001,0.79271,160,sensor_noise,0.75
combined_micro_shift,skill_half_life_scheduler_v5,8,0.83125,0.82581,0.85000,0.00000,0.00000,0.16875,0.55000,0.00000,1.09613,0.12083,0.29184,0.30377,0.15170,0.81779,160,sensor_noise,0.75
combined_micro_shift,skill_half_life_scheduler_v5,9,0.82500,0.81935,0.80000,0.00000,0.00000,0.15625,0.58125,0.00000,1.09584,0.14282,0.29180,0.30316,0.15154,0.81158,160,sensor_noise,0.75
combined_micro_shift,oracle_shift_aware_scheduler,0,0.82500,0.82581,0.80000,0.00000,0.00000,0.19375,0.53750,0.00000,1.10144,0.00000,0.29150,0.18144,0.14377,0.81080,160,sensor_noise,0.75
combined_micro_shift,oracle_shift_aware_scheduler,1,0.85625,0.85806,0.82500,0.00625,0.00000,0.18750,0.53750,0.00000,1.10512,0.00000,0.26576,0.17660,0.14205,0.83603,160,sensor_noise,0.75
combined_micro_shift,oracle_shift_aware_scheduler,2,0.81875,0.81613,0.80000,0.00625,0.00000,0.18125,0.58125,0.00000,1.10766,0.00000,0.28664,0.17918,0.14345,0.79818,160,sensor_noise,0.75
combined_micro_shift,oracle_shift_aware_scheduler,3,0.83750,0.83871,0.77500,0.00625,0.00000,0.18750,0.53750,0.00000,1.10513,0.00000,0.27431,0.17774,0.14140,0.81728,160,sensor_noise,0.75
combined_micro_shift,oracle_shift_aware_scheduler,4,0.85625,0.86129,0.77500,0.00000,0.00000,0.18125,0.53750,0.00000,1.09819,0.00000,0.26453,0.17847,0.14131,0.84250,160,sensor_noise,0.75
combined_micro_shift,oracle_shift_aware_scheduler,5,0.83750,0.83871,0.92500,0.00000,0.00000,0.19375,0.52500,0.00000,1.10025,0.00000,0.27739,0.18033,0.14368,0.82347,160,sensor_noise,0.75
combined_micro_shift,oracle_shift_aware_scheduler,6,0.78125,0.77742,0.82500,0.00000,0.00000,0.18750,0.54375,0.00000,1.10041,0.00000,0.31129,0.18430,0.14451,0.76719,160,sensor_noise,0.75
combined_micro_shift,oracle_shift_aware_scheduler,7,0.78750,0.78065,0.82500,0.00000,0.00000,0.19375,0.54375,0.00000,1.10203,0.00000,0.30681,0.18375,0.14117,0.77322,160,sensor_noise,0.75
combined_micro_shift,oracle_shift_aware_scheduler,8,0.80625,0.80645,0.82500,0.00000,0.00000,0.20000,0.52500,0.00000,1.10188,0.00000,0.29639,0.17922,0.14184,0.79199,160,sensor_noise,0.75
combined_micro_shift,oracle_shift_aware_scheduler,9,0.83750,0.84516,0.77500,0.00000,0.00000,0.18750,0.55625,0.00000,1.10159,0.00000,0.28434,0.18469,0.14653,0.82328,160,sensor_noise,0.75
combined_micro_shift,domain_randomized_clone,0,0.55000,0.54516,0.40000,0.21875,0.56875,0.00000,0.00000,0.00000,1.18594,0.64338,0.43090,0.33078,0.40021,0.13809,160,sensor_noise,1.00
combined_micro_shift,domain_randomized_clone,1,0.53125,0.53226,0.22500,0.16875,0.56875,0.00000,0.00000,0.00000,1.14344,0.61143,0.41396,0.33280,0.40304,0.16929,160,sensor_noise,1.00
combined_micro_shift,domain_randomized_clone,2,0.48125,0.47742,0.22500,0.24375,0.57500,0.00000,0.00000,0.00000,1.20719,0.61193,0.42593,0.33823,0.40518,0.04224,160,sensor_noise,1.00
combined_micro_shift,domain_randomized_clone,3,0.50000,0.49355,0.17500,0.24375,0.58125,0.00000,0.00000,0.00000,1.20719,0.62531,0.41321,0.33144,0.40114,0.05887,160,sensor_noise,1.00
combined_micro_shift,domain_randomized_clone,4,0.48750,0.48387,0.27500,0.19375,0.58750,0.00000,0.00000,0.00000,1.16469,0.61810,0.42068,0.32734,0.40041,0.09419,160,sensor_noise,1.00
combined_micro_shift,domain_randomized_clone,5,0.55625,0.55806,0.37500,0.17500,0.59375,0.00000,0.00000,0.00000,1.14875,0.63732,0.42787,0.32425,0.39645,0.17955,160,sensor_noise,1.00
combined_micro_shift,domain_randomized_clone,6,0.53750,0.52903,0.30000,0.15625,0.57500,0.00000,0.00000,0.00000,1.13281,0.61415,0.43454,0.33377,0.40196,0.18591,160,sensor_noise,1.00
combined_micro_shift,domain_randomized_clone,7,0.48125,0.47742,0.30000,0.22500,0.56250,0.00000,0.00000,0.00000,1.19125,0.60896,0.44166,0.33398,0.40228,0.06523,160,sensor_noise,1.00
combined_micro_shift,domain_randomized_clone,8,0.45000,0.45161,0.15000,0.22500,0.56250,0.00000,0.00000,0.00000,1.19125,0.61925,0.42756,0.33319,0.40327,0.03398,160,sensor_noise,1.00
combined_micro_shift,domain_randomized_clone,9,0.45625,0.44839,0.22500,0.23750,0.55625,0.00000,0.00000,0.00000,1.20188,0.63475,0.42442,0.33382,0.40059,0.02986,160,sensor_noise,1.00
combined_micro_shift,conformal_risk_gate,0,0.76250,0.75806,0.77500,0.00000,0.00000,0.20000,0.59375,0.00000,1.10841,0.11760,0.33535,0.34180,0.15177,0.74732,160,sensor_noise,1.00
combined_micro_shift,conformal_risk_gate,1,0.80000,0.79355,0.85000,0.00625,0.00000,0.19375,0.58125,0.00000,1.11091,0.11923,0.31596,0.34180,0.15059,0.77897,160,sensor_noise,1.00
combined_micro_shift,conformal_risk_gate,2,0.81250,0.80645,0.85000,0.00000,0.00000,0.21250,0.56250,0.00000,1.10869,0.12400,0.30574,0.34369,0.14562,0.79728,160,sensor_noise,1.00
combined_micro_shift,conformal_risk_gate,3,0.76250,0.76452,0.75000,0.00000,0.00000,0.20000,0.56250,0.00000,1.10544,0.13138,0.33516,0.34078,0.14946,0.74774,160,sensor_noise,1.00
combined_micro_shift,conformal_risk_gate,4,0.81250,0.80968,0.82500,0.00625,0.00000,0.20625,0.54375,0.00000,1.11059,0.12787,0.30907,0.33447,0.14422,0.79152,160,sensor_noise,1.00
combined_micro_shift,conformal_risk_gate,5,0.74375,0.74516,0.67500,0.00625,0.00000,0.18125,0.61875,0.00000,1.11122,0.13102,0.34842,0.33765,0.15288,0.72268,160,sensor_noise,1.00
combined_micro_shift,conformal_risk_gate,6,0.75625,0.75161,0.62500,0.00000,0.00000,0.20625,0.57500,0.00000,1.10825,0.12495,0.34291,0.34055,0.14509,0.74109,160,sensor_noise,1.00
combined_micro_shift,conformal_risk_gate,7,0.77500,0.77742,0.80000,0.00000,0.00000,0.20000,0.60000,0.00000,1.10900,0.12485,0.33113,0.34236,0.14850,0.75974,160,sensor_noise,1.00
