split,method,seed,goal_success,success_auc,late_success,unsafe_failure,stale_execution,refresh_rate,probe_rate,abstain_rate,total_cost,half_life_error,calibration_error,risk_upper,hazard_score,safety_utility,rows,stress_axis,stress_level
combined_micro_shift,conformal_risk_gate,2,0.77500,0.77419,0.82500,0.00000,0.00000,0.16250,0.51250,0.00000,1.09094,0.07458,0.33334,0.29183,0.15415,0.76227,160,drift_rate,0.00
combined_micro_shift,conformal_risk_gate,3,0.80625,0.80968,0.77500,0.00000,0.00000,0.15625,0.50625,0.00000,1.08872,0.08056,0.31515,0.29116,0.15142,0.79383,160,drift_rate,0.00
combined_micro_shift,conformal_risk_gate,4,0.76250,0.76129,0.85000,0.00000,0.00000,0.16250,0.49375,0.00000,1.08916,0.08120,0.33924,0.29053,0.15191,0.75002,160,drift_rate,0.00
combined_micro_shift,conformal_risk_gate,5,0.73125,0.73226,0.75000,0.00000,0.00000,0.16875,0.47500,0.00000,1.08900,0.07644,0.35866,0.29026,0.14823,0.71879,160,drift_rate,0.00
combined_micro_shift,conformal_risk_gate,6,0.83125,0.83226,0.70000,0.00000,0.00000,0.17500,0.48125,0.00000,1.09122,0.07667,0.29990,0.28799,0.15031,0.81848,160,drift_rate,0.00
combined_micro_shift,conformal_risk_gate,7,0.78750,0.79032,0.67500,0.00625,0.00000,0.15000,0.57500,0.00000,1.09894,0.07632,0.32155,0.29506,0.15508,0.76815,160,drift_rate,0.00
combined_micro_shift,conformal_risk_gate,8,0.76875,0.76774,0.75000,0.00625,0.00000,0.15625,0.54375,0.00000,1.09759,0.08216,0.33476,0.29419,0.15566,0.74959,160,drift_rate,0.00
combined_micro_shift,conformal_risk_gate,9,0.76875,0.77097,0.67500,0.00625,0.00000,0.16250,0.48125,0.00000,1.09328,0.08262,0.33131,0.28821,0.15195,0.75019,160,drift_rate,0.00
combined_micro_shift,ensemble_uncertainty_gate,0,0.83750,0.83871,0.77500,0.00625,0.00000,0.16875,0.51875,0.00000,1.09847,0.08429,0.29382,0.26286,0.15699,0.81821,160,drift_rate,0.00
combined_micro_shift,ensemble_uncertainty_gate,1,0.76875,0.76452,0.62500,0.00625,0.00000,0.15625,0.55000,0.00000,1.09819,0.08904,0.32538,0.26015,0.15641,0.74950,160,drift_rate,0.00
combined_micro_shift,ensemble_uncertainty_gate,2,0.78125,0.77742,0.82500,0.00625,0.00000,0.15625,0.56875,0.00000,1.09997,0.08470,0.32575,0.26461,0.16018,0.76175,160,drift_rate,0.00
combined_micro_shift,ensemble_uncertainty_gate,3,0.80000,0.79677,0.67500,0.00000,0.00000,0.15625,0.57500,0.00000,1.09525,0.08488,0.31654,0.26354,0.15661,0.78667,160,drift_rate,0.00
combined_micro_shift,ensemble_uncertainty_gate,4,0.84375,0.84194,0.80000,0.00000,0.00000,0.15625,0.55000,0.00000,1.09288,0.08583,0.29245,0.26247,0.15629,0.83075,160,drift_rate,0.00
combined_micro_shift,ensemble_uncertainty_gate,5,0.77500,0.77419,0.72500,0.00000,0.00000,0.15000,0.54375,0.00000,1.09066,0.08916,0.33406,0.26526,0.15866,0.76231,160,drift_rate,0.00
combined_micro_shift,ensemble_uncertainty_gate,6,0.72500,0.71613,0.70000,0.00625,0.00000,0.15625,0.54375,0.00000,1.09759,0.08427,0.36030,0.26034,0.15544,0.70584,160,drift_rate,0.00
combined_micro_shift,ensemble_uncertainty_gate,7,0.76875,0.77419,0.70000,0.00000,0.00000,0.15000,0.60000,0.00000,1.09600,0.08919,0.33779,0.26521,0.15580,0.75531,160,drift_rate,0.00
combined_micro_shift,ensemble_uncertainty_gate,8,0.78750,0.78387,0.77500,0.00625,0.00000,0.15625,0.55625,0.00000,1.09878,0.09691,0.31757,0.26601,0.15980,0.76817,160,drift_rate,0.00
combined_micro_shift,ensemble_uncertainty_gate,9,0.79375,0.79355,0.77500,0.00000,0.00000,0.16875,0.49375,0.00000,1.09078,0.09532,0.32120,0.25705,0.15012,0.78104,160,drift_rate,0.00
combined_micro_shift,bayesian_skill_survival,0,0.82500,0.81935,0.77500,0.00625,0.00000,0.20000,0.57500,0.00000,1.11194,0.12102,0.29671,0.27850,0.15516,0.80383,160,drift_rate,0.00
combined_micro_shift,bayesian_skill_survival,1,0.81250,0.81290,0.72500,0.01250,0.00000,0.19375,0.56875,0.00000,1.11503,0.12582,0.29869,0.27399,0.15100,0.78540,160,drift_rate,0.00
combined_micro_shift,bayesian_skill_survival,2,0.82500,0.82903,0.75000,0.00000,0.00000,0.19375,0.60000,0.00000,1.10737,0.12545,0.29403,0.27946,0.15680,0.80997,160,drift_rate,0.00
combined_micro_shift,bayesian_skill_survival,3,0.80625,0.80968,0.75000,0.00000,0.00000,0.18750,0.58125,0.00000,1.10397,0.12140,0.30184,0.27788,0.15222,0.79169,160,drift_rate,0.00
combined_micro_shift,bayesian_skill_survival,4,0.82500,0.82258,0.80000,0.00000,0.00000,0.18750,0.56250,0.00000,1.10219,0.12905,0.29596,0.27813,0.15451,0.81069,160,drift_rate,0.00
combined_micro_shift,bayesian_skill_survival,5,0.78750,0.78065,0.85000,0.00625,0.00000,0.18750,0.58125,0.00000,1.10928,0.12142,0.31837,0.28169,0.15848,0.76670,160,drift_rate,0.00
combined_micro_shift,bayesian_skill_survival,6,0.80625,0.80323,0.87500,0.00625,0.00000,0.20000,0.53750,0.00000,1.10837,0.11875,0.30628,0.27519,0.15210,0.78558,160,drift_rate,0.00
combined_micro_shift,bayesian_skill_survival,7,0.80625,0.80323,0.75000,0.00000,0.00000,0.18125,0.59375,0.00000,1.10353,0.12718,0.30670,0.28267,0.15770,0.79176,160,drift_rate,0.00
combined_micro_shift,bayesian_skill_survival,8,0.81875,0.81290,0.82500,0.00000,0.00000,0.20000,0.56250,0.00000,1.10544,0.12439,0.30108,0.28164,0.15789,0.80399,160,drift_rate,0.00
combined_micro_shift,bayesian_skill_survival,9,0.82500,0.81935,0.82500,0.00000,0.00000,0.18750,0.58125,0.00000,1.10397,0.12146,0.29601,0.27675,0.15642,0.81044,160,drift_rate,0.00
combined_micro_shift,cvar_lifetime_guard,0,0.83750,0.83548,0.87500,0.00000,0.00000,0.37500,0.58750,0.00000,1.15331,0.08989,0.28040,0.32813,0.10746,0.81604,160,drift_rate,0.00
combined_micro_shift,cvar_lifetime_guard,1,0.84375,0.84194,0.85000,0.00000,0.00000,0.38125,0.59375,0.00000,1.15553,0.08862,0.27453,0.32508,0.10618,0.82198,160,drift_rate,0.00
combined_micro_shift,cvar_lifetime_guard,2,0.81875,0.82581,0.70000,0.00000,0.00000,0.39375,0.55000,0.00000,1.15463,0.09248,0.30026,0.32842,0.10769,0.79710,160,drift_rate,0.00
combined_micro_shift,cvar_lifetime_guard,3,0.83750,0.83548,0.87500,0.00000,0.00000,0.40625,0.55625,0.00000,1.15847,0.10205,0.27642,0.32647,0.10232,0.81531,160,drift_rate,0.00
combined_micro_shift,cvar_lifetime_guard,4,0.83125,0.83548,0.85000,0.01250,0.00000,0.38750,0.56250,0.00000,1.16481,0.10233,0.28111,0.32663,0.10449,0.79718,160,drift_rate,0.00
combined_micro_shift,cvar_lifetime_guard,5,0.78125,0.78710,0.77500,0.00000,0.00000,0.40625,0.54375,0.00000,1.15728,0.09698,0.31745,0.32750,0.10308,0.75923,160,drift_rate,0.00
combined_micro_shift,cvar_lifetime_guard,6,0.88125,0.88387,0.85000,0.00000,0.00000,0.36250,0.61250,0.00000,1.15244,0.08899,0.25306,0.32534,0.10538,0.85991,160,drift_rate,0.00
combined_micro_shift,cvar_lifetime_guard,7,0.84375,0.84839,0.85000,0.00000,0.00000,0.37500,0.59375,0.00000,1.15391,0.09491,0.27943,0.33107,0.10750,0.82220,160,drift_rate,0.00
combined_micro_shift,cvar_lifetime_guard,8,0.80625,0.80968,0.72500,0.00000,0.00000,0.40625,0.56250,0.00000,1.15906,0.09756,0.30200,0.32794,0.10352,0.78398,160,drift_rate,0.00
combined_micro_shift,cvar_lifetime_guard,9,0.78125,0.78065,0.75000,0.00000,0.00000,0.38125,0.58750,0.00000,1.15494,0.09722,0.31940,0.32576,0.10748,0.75956,160,drift_rate,0.00
combined_micro_shift,skill_half_life_scheduler_v5,0,0.81875,0.81935,0.82500,0.00625,0.00000,0.15000,0.50000,0.00000,1.09181,0.12817,0.29321,0.26858,0.14732,0.80040,160,drift_rate,0.00
combined_micro_shift,skill_half_life_scheduler_v5,1,0.77500,0.78065,0.77500,0.00000,0.00000,0.15625,0.55625,0.00000,1.09347,0.12285,0.32216,0.26678,0.14941,0.76191,160,drift_rate,0.00
combined_micro_shift,skill_half_life_scheduler_v5,2,0.80625,0.80000,0.80000,0.00000,0.00000,0.15000,0.55000,0.00000,1.09125,0.11212,0.29790,0.26859,0.14715,0.79348,160,drift_rate,0.00
combined_micro_shift,skill_half_life_scheduler_v5,3,0.79375,0.79677,0.80000,0.00000,0.00000,0.15000,0.55000,0.00000,1.09125,0.12547,0.30767,0.27066,0.14968,0.78097,160,drift_rate,0.00
combined_micro_shift,skill_half_life_scheduler_v5,4,0.79375,0.79032,0.75000,0.00625,0.00000,0.15000,0.53125,0.00000,1.09478,0.12668,0.30509,0.26910,0.14847,0.77498,160,drift_rate,0.00
combined_micro_shift,skill_half_life_scheduler_v5,5,0.77500,0.77097,0.80000,0.00625,0.00000,0.15625,0.53125,0.00000,1.09641,0.12290,0.32051,0.27043,0.14746,0.75600,160,drift_rate,0.00
combined_micro_shift,skill_half_life_scheduler_v5,6,0.84375,0.84516,0.85000,0.00000,0.00000,0.15000,0.53750,0.00000,1.09006,0.12635,0.27569,0.26754,0.14891,0.83114,160,drift_rate,0.00
combined_micro_shift,skill_half_life_scheduler_v5,7,0.81250,0.81290,0.85000,0.00000,0.00000,0.15000,0.56250,0.00000,1.09244,0.11936,0.30126,0.27400,0.15188,0.79956,160,drift_rate,0.00
combined_micro_shift,skill_half_life_scheduler_v5,8,0.83750,0.83226,0.82500,0.00625,0.00000,0.14375,0.55625,0.00000,1.09553,0.12940,0.28524,0.27281,0.15184,0.81863,160,drift_rate,0.00
combined_micro_shift,skill_half_life_scheduler_v5,9,0.82500,0.83226,0.82500,0.00625,0.00000,0.15625,0.52500,0.00000,1.09581,0.12564,0.29541,0.26715,0.14965,0.80609,160,drift_rate,0.00
combined_micro_shift,oracle_shift_aware_scheduler,0,0.86875,0.86452,0.82500,0.00000,0.00000,0.18750,0.54375,0.00000,1.10041,0.00000,0.26384,0.17655,0.14636,0.85469,160,drift_rate,0.00
combined_micro_shift,oracle_shift_aware_scheduler,1,0.80625,0.80645,0.75000,0.01250,0.00000,0.18750,0.53750,0.00000,1.11044,0.00000,0.29568,0.17225,0.14356,0.77979,160,drift_rate,0.00
combined_micro_shift,oracle_shift_aware_scheduler,2,0.81250,0.80968,0.80000,0.00000,0.00000,0.19375,0.50000,0.00000,1.09788,0.00000,0.28530,0.17168,0.13966,0.79880,160,drift_rate,0.00
combined_micro_shift,oracle_shift_aware_scheduler,3,0.83125,0.83226,0.90000,0.00625,0.00000,0.19375,0.51250,0.00000,1.10438,0.00000,0.27900,0.17469,0.14196,0.81114,160,drift_rate,0.00
combined_micro_shift,oracle_shift_aware_scheduler,4,0.87500,0.87419,0.85000,0.00000,0.00000,0.19375,0.50625,0.00000,1.09847,0.00000,0.24948,0.17442,0.14384,0.86121,160,drift_rate,0.00
combined_micro_shift,oracle_shift_aware_scheduler,5,0.80625,0.80323,0.82500,0.00625,0.00000,0.18125,0.52500,0.00000,1.10231,0.00000,0.29281,0.17585,0.14449,0.78643,160,drift_rate,0.00
combined_micro_shift,oracle_shift_aware_scheduler,6,0.82500,0.81935,0.85000,0.00000,0.00000,0.18750,0.50625,0.00000,1.09684,0.00000,0.27876,0.17329,0.14205,0.81144,160,drift_rate,0.00
combined_micro_shift,oracle_shift_aware_scheduler,7,0.81875,0.81613,0.87500,0.00625,0.00000,0.18750,0.52500,0.00000,1.10394,0.00000,0.28461,0.17631,0.14270,0.79870,160,drift_rate,0.00
combined_micro_shift,oracle_shift_aware_scheduler,8,0.85000,0.85161,0.82500,0.00000,0.00000,0.18750,0.51250,0.00000,1.09744,0.00000,0.26666,0.17550,0.14309,0.83636,160,drift_rate,0.00
combined_micro_shift,oracle_shift_aware_scheduler,9,0.84375,0.83871,0.95000,0.00000,0.00000,0.18125,0.53125,0.00000,1.09759,0.00000,0.27428,0.17184,0.14106,0.83009,160,drift_rate,0.00
combined_micro_shift,domain_randomized_clone,0,0.50625,0.50645,0.22500,0.20625,0.55625,0.00000,0.00000,0.00000,1.17531,0.64314,0.42402,0.30546,0.39469,0.11108,160,drift_rate,0.25
combined_micro_shift,domain_randomized_clone,1,0.56250,0.55806,0.32500,0.18750,0.56250,0.00000,0.00000,0.00000,1.15938,0.64705,0.41369,0.30323,0.39401,0.18394,160,drift_rate,0.25
combined_micro_shift,domain_randomized_clone,2,0.48750,0.48387,0.17500,0.25000,0.57500,0.00000,0.00000,0.00000,1.21250,0.64372,0.41743,0.30557,0.39508,0.04225,160,drift_rate,0.25
combined_micro_shift,domain_randomized_clone,3,0.56875,0.56129,0.35000,0.20000,0.57500,0.00000,0.00000,0.00000,1.17000,0.65291,0.42254,0.30418,0.39343,0.17345,160,drift_rate,0.25
combined_micro_shift,domain_randomized_clone,4,0.54375,0.54194,0.32500,0.18750,0.58750,0.00000,0.00000,0.00000,1.15938,0.65834,0.41502,0.30812,0.39612,0.15669,160,drift_rate,0.25
combined_micro_shift,domain_randomized_clone,5,0.47500,0.47419,0.37500,0.16875,0.58125,0.00000,0.00000,0.00000,1.14344,0.64793,0.45969,0.30778,0.39573,0.10879,160,drift_rate,0.25
combined_micro_shift,domain_randomized_clone,6,0.50000,0.50323,0.25000,0.21875,0.58750,0.00000,0.00000,0.00000,1.18594,0.68299,0.43574,0.30387,0.39233,0.08172,160,drift_rate,0.25
combined_micro_shift,domain_randomized_clone,7,0.58750,0.59032,0.25000,0.18750,0.56875,0.00000,0.00000,0.00000,1.15938,0.65235,0.39851,0.30683,0.39468,0.20681,160,drift_rate,0.25
combined_micro_shift,domain_randomized_clone,8,0.53750,0.53548,0.17500,0.19375,0.57500,0.00000,0.00000,0.00000,1.16469,0.66657,0.40691,0.30672,0.39422,0.14844,160,drift_rate,0.25
combined_micro_shift,domain_randomized_clone,9,0.53125,0.52903,0.27500,0.18750,0.55000,0.00000,0.00000,0.00000,1.15938,0.64664,0.42008,0.29830,0.39129,0.15694,160,drift_rate,0.25
combined_micro_shift,conformal_risk_gate,0,0.78125,0.78065,0.62500,0.00000,0.00000,0.16875,0.50625,0.00000,1.09197,0.06907,0.33499,0.29659,0.15558,0.76837,160,drift_rate,0.25
combined_micro_shift,conformal_risk_gate,1,0.81250,0.80968,0.77500,0.00625,0.00000,0.17500,0.51875,0.00000,1.10009,0.07397,0.31508,0.29289,0.15189,0.79299,160,drift_rate,0.25
combined_micro_shift,conformal_risk_gate,2,0.75000,0.74516,0.80000,0.00625,0.00000,0.17500,0.50000,0.00000,1.09831,0.07077,0.34164,0.29338,0.14930,0.73074,160,drift_rate,0.25
combined_micro_shift,conformal_risk_gate,3,0.80625,0.81290,0.77500,0.00625,0.00000,0.16875,0.51875,0.00000,1.09847,0.08524,0.31491,0.29422,0.15217,0.78696,160,drift_rate,0.25
combined_micro_shift,conformal_risk_gate,4,0.75625,0.75484,0.70000,0.00000,0.00000,0.17500,0.49375,0.00000,1.09241,0.07569,0.34017,0.29526,0.14897,0.74331,160,drift_rate,0.25
combined_micro_shift,conformal_risk_gate,5,0.77500,0.77097,0.90000,0.00000,0.00000,0.16250,0.53125,0.00000,1.09272,0.07897,0.32602,0.29785,0.15445,0.76202,160,drift_rate,0.25
combined_micro_shift,conformal_risk_gate,6,0.78125,0.78065,0.80000,0.00625,0.00000,0.16875,0.50625,0.00000,1.09728,0.08863,0.32352,0.29435,0.15189,0.76213,160,drift_rate,0.25
combined_micro_shift,conformal_risk_gate,7,0.80000,0.80000,0.72500,0.00000,0.00000,0.16875,0.50625,0.00000,1.09197,0.07264,0.31546,0.29739,0.15443,0.78712,160,drift_rate,0.25
combined_micro_shift,conformal_risk_gate,8,0.76250,0.76129,0.65000,0.01250,0.00000,0.16250,0.51875,0.00000,1.10216,0.07372,0.34571,0.29694,0.15327,0.73720,160,drift_rate,0.25
combined_micro_shift,conformal_risk_gate,9,0.81250,0.80968,0.85000,0.01250,0.00000,0.16875,0.48750,0.00000,1.10081,0.07852,0.30856,0.28989,0.15310,0.78739,160,drift_rate,0.25
combined_micro_shift,ensemble_uncertainty_gate,0,0.78750,0.78387,0.82500,0.00000,0.00000,0.16875,0.52500,0.00000,1.09375,0.08116,0.32695,0.26801,0.15885,0.77437,160,drift_rate,0.25
combined_micro_shift,ensemble_uncertainty_gate,1,0.78125,0.77742,0.70000,0.01250,0.00000,0.15625,0.55000,0.00000,1.10350,0.07906,0.32272,0.26436,0.15528,0.75576,160,drift_rate,0.25
combined_micro_shift,ensemble_uncertainty_gate,2,0.79375,0.79355,0.75000,0.00000,0.00000,0.16250,0.54375,0.00000,1.09391,0.08161,0.32030,0.26437,0.15171,0.78060,160,drift_rate,0.25
combined_micro_shift,ensemble_uncertainty_gate,3,0.89375,0.89677,0.85000,0.00000,0.00000,0.16250,0.56875,0.00000,1.09628,0.09464,0.26340,0.26647,0.15715,0.88027,160,drift_rate,0.25
combined_micro_shift,ensemble_uncertainty_gate,4,0.79375,0.79677,0.67500,0.00000,0.00000,0.16875,0.53125,0.00000,1.09434,0.08333,0.31708,0.26763,0.15418,0.78054,160,drift_rate,0.25
combined_micro_shift,ensemble_uncertainty_gate,5,0.84375,0.84839,0.85000,0.01875,0.00000,0.16250,0.56250,0.00000,1.11163,0.09279,0.28896,0.26806,0.15531,0.81162,160,drift_rate,0.25
combined_micro_shift,ensemble_uncertainty_gate,6,0.76250,0.75484,0.75000,0.00000,0.00000,0.16250,0.53125,0.00000,1.09272,0.10560,0.33992,0.26479,0.15321,0.74952,160,drift_rate,0.25
combined_micro_shift,ensemble_uncertainty_gate,7,0.83750,0.83548,0.87500,0.00000,0.00000,0.16250,0.55625,0.00000,1.09509,0.08647,0.29249,0.26882,0.15770,0.82419,160,drift_rate,0.25
combined_micro_shift,ensemble_uncertainty_gate,8,0.85000,0.85484,0.80000,0.00000,0.00000,0.16250,0.53125,0.00000,1.09272,0.08441,0.28784,0.26726,0.15434,0.83702,160,drift_rate,0.25
combined_micro_shift,ensemble_uncertainty_gate,9,0.85625,0.85484,0.92500,0.00000,0.00000,0.15625,0.52500,0.00000,1.09050,0.09258,0.28909,0.26147,0.15670,0.84358,160,drift_rate,0.25
combined_micro_shift,bayesian_skill_survival,0,0.84375,0.84194,0.80000,0.00625,0.00000,0.18750,0.59375,0.00000,1.11047,0.12677,0.28217,0.28248,0.15476,0.82278,160,drift_rate,0.25
combined_micro_shift,bayesian_skill_survival,1,0.80625,0.80323,0.80000,0.00000,0.00000,0.20625,0.57500,0.00000,1.10825,0.12176,0.30936,0.28071,0.15493,0.79109,160,drift_rate,0.25
combined_micro_shift,bayesian_skill_survival,2,0.81875,0.81935,0.77500,0.00000,0.00000,0.19375,0.59375,0.00000,1.10678,0.11901,0.30235,0.28263,0.15522,0.80380,160,drift_rate,0.25
combined_micro_shift,bayesian_skill_survival,3,0.83125,0.83548,0.67500,0.00000,0.00000,0.19375,0.57500,0.00000,1.10500,0.12101,0.29488,0.28367,0.15842,0.81655,160,drift_rate,0.25
combined_micro_shift,bayesian_skill_survival,4,0.78750,0.79032,0.72500,0.00625,0.00000,0.20000,0.60000,0.00000,1.11431,0.12616,0.32288,0.28650,0.15886,0.76600,160,drift_rate,0.25
combined_micro_shift,bayesian_skill_survival,5,0.82500,0.82581,0.82500,0.00625,0.00000,0.18750,0.60625,0.00000,1.11166,0.13017,0.29938,0.28617,0.15846,0.80387,160,drift_rate,0.25
combined_micro_shift,bayesian_skill_survival,6,0.83125,0.82581,0.85000,0.00000,0.00000,0.21250,0.51250,0.00000,1.10394,0.11659,0.29128,0.28075,0.15207,0.81670,160,drift_rate,0.25
combined_micro_shift,bayesian_skill_survival,7,0.78125,0.78387,0.80000,0.00000,0.00000,0.19375,0.57500,0.00000,1.10500,0.12728,0.32508,0.28482,0.15664,0.76655,160,drift_rate,0.25
combined_micro_shift,bayesian_skill_survival,8,0.81250,0.80645,0.82500,0.00625,0.00000,0.20000,0.56875,0.00000,1.11134,0.11653,0.30586,0.28404,0.15485,0.79141,160,drift_rate,0.25
combined_micro_shift,bayesian_skill_survival,9,0.81250,0.80968,0.80000,0.00000,0.00000,0.19375,0.56250,0.00000,1.10381,0.11744,0.30320,0.27906,0.15879,0.79797,160,drift_rate,0.25
combined_micro_shift,cvar_lifetime_guard,0,0.85625,0.85484,0.80000,0.00625,0.00000,0.43125,0.53125,0.00000,1.16791,0.09669,0.26413,0.32978,0.10227,0.82724,160,drift_rate,0.25
combined_micro_shift,cvar_lifetime_guard,1,0.86250,0.86452,0.85000,0.00000,0.00000,0.43125,0.52500,0.00000,1.16200,0.08891,0.25716,0.32705,0.10056,0.83982,160,drift_rate,0.25
combined_micro_shift,cvar_lifetime_guard,2,0.78125,0.78065,0.85000,0.00000,0.00000,0.42500,0.53750,0.00000,1.16156,0.09131,0.31476,0.33097,0.10486,0.75863,160,drift_rate,0.25
combined_micro_shift,cvar_lifetime_guard,3,0.81875,0.81290,0.90000,0.00000,0.00000,0.42500,0.52500,0.00000,1.16038,0.10053,0.28790,0.32934,0.10273,0.79630,160,drift_rate,0.25
combined_micro_shift,cvar_lifetime_guard,4,0.85625,0.85484,0.85000,0.00000,0.00000,0.42500,0.53125,0.00000,1.16097,0.09679,0.26593,0.33226,0.10331,0.83371,160,drift_rate,0.25
combined_micro_shift,cvar_lifetime_guard,5,0.77500,0.77742,0.82500,0.00000,0.00000,0.43125,0.53125,0.00000,1.16259,0.10635,0.31698,0.33138,0.10186,0.75224,160,drift_rate,0.25
combined_micro_shift,cvar_lifetime_guard,6,0.86250,0.85806,0.90000,0.00000,0.00000,0.39375,0.57500,0.00000,1.15700,0.09098,0.26257,0.33053,0.10459,0.84052,160,drift_rate,0.25
combined_micro_shift,cvar_lifetime_guard,7,0.78125,0.78065,0.77500,0.00000,0.00000,0.42500,0.54375,0.00000,1.16216,0.09161,0.31101,0.33089,0.10176,0.75855,160,drift_rate,0.25
combined_micro_shift,cvar_lifetime_guard,8,0.75625,0.75806,0.77500,0.00000,0.00000,0.46250,0.49375,0.00000,1.16716,0.08600,0.32838,0.32930,0.09825,0.73285,160,drift_rate,0.25
combined_micro_shift,cvar_lifetime_guard,9,0.90625,0.90323,0.90000,0.00000,0.00000,0.39375,0.56875,0.00000,1.15641,0.09429,0.23574,0.32587,0.10539,0.88435,160,drift_rate,0.25
combined_micro_shift,skill_half_life_scheduler_v5,0,0.76875,0.76129,0.82500,0.00625,0.00000,0.15625,0.53125,0.00000,1.09641,0.12064,0.32839,0.27479,0.15122,0.74975,160,drift_rate,0.25
combined_micro_shift,skill_half_life_scheduler_v5,1,0.82500,0.81935,0.85000,0.00000,0.00000,0.14375,0.56250,0.00000,1.09081,0.12132,0.29435,0.27306,0.15174,0.81229,160,drift_rate,0.25
combined_micro_shift,skill_half_life_scheduler_v5,2,0.83125,0.83226,0.72500,0.00000,0.00000,0.15000,0.56250,0.00000,1.09244,0.11807,0.28201,0.27411,0.14968,0.81831,160,drift_rate,0.25
combined_micro_shift,skill_half_life_scheduler_v5,3,0.82500,0.82581,0.85000,0.00000,0.00000,0.15000,0.56250,0.00000,1.09244,0.12749,0.29123,0.27474,0.15212,0.81206,160,drift_rate,0.25
combined_micro_shift,skill_half_life_scheduler_v5,4,0.78750,0.78065,0.65000,0.01250,0.00000,0.16250,0.52500,0.00000,1.10275,0.12305,0.31635,0.27513,0.14729,0.76211,160,drift_rate,0.25
combined_micro_shift,skill_half_life_scheduler_v5,5,0.76875,0.77097,0.75000,0.00000,0.00000,0.15000,0.57500,0.00000,1.09363,0.12528,0.32455,0.27648,0.15051,0.75564,160,drift_rate,0.25
combined_micro_shift,skill_half_life_scheduler_v5,6,0.71250,0.71935,0.67500,0.00000,0.00000,0.15000,0.52500,0.00000,1.08888,0.13597,0.36804,0.27508,0.15198,0.70006,160,drift_rate,0.25
combined_micro_shift,skill_half_life_scheduler_v5,7,0.78125,0.78387,0.75000,0.00000,0.00000,0.15625,0.53750,0.00000,1.09169,0.12307,0.31592,0.27496,0.14858,0.76841,160,drift_rate,0.25
combined_micro_shift,skill_half_life_scheduler_v5,8,0.81250,0.80645,0.82500,0.00625,0.00000,0.15625,0.54375,0.00000,1.09759,0.12894,0.29954,0.27492,0.14774,0.79334,160,drift_rate,0.25
combined_micro_shift,skill_half_life_scheduler_v5,9,0.81875,0.81613,0.87500,0.00625,0.00000,0.14375,0.54375,0.00000,1.09434,0.13094,0.29887,0.26779,0.14906,0.80004,160,drift_rate,0.25
combined_micro_shift,oracle_shift_aware_scheduler,0,0.83750,0.83548,0.72500,0.00000,0.00000,0.18750,0.52500,0.00000,1.09862,0.00000,0.27305,0.17728,0.14213,0.82369,160,drift_rate,0.25
