split,method,seed,goal_success,success_auc,late_success,unsafe_failure,stale_execution,refresh_rate,probe_rate,abstain_rate,total_cost,half_life_error,calibration_error,risk_upper,hazard_score,safety_utility,rows
contact_mode_chatter,threshold_only_risk_gate,9,0.72188,0.72063,0.67500,0.01562,0.00000,0.09688,0.26875,0.00000,1.06131,0.13488,0.36545,0.23989,0.19603,0.69954,320
contact_mode_chatter,expected_success_only,0,0.77812,0.77937,0.73750,0.00625,0.00000,0.08438,0.27813,0.00000,1.05089,0.13584,0.34419,0.22613,0.20777,0.76550,320
contact_mode_chatter,expected_success_only,1,0.77812,0.77619,0.72500,0.01250,0.00000,0.08750,0.31875,0.00000,1.06047,0.13872,0.33840,0.22683,0.21297,0.75866,320
contact_mode_chatter,expected_success_only,2,0.77187,0.77302,0.70000,0.00937,0.00000,0.08750,0.27500,0.00000,1.05409,0.14106,0.33808,0.22522,0.20981,0.75605,320
contact_mode_chatter,expected_success_only,3,0.79375,0.79206,0.80000,0.00313,0.00000,0.08750,0.27187,0.00000,1.04852,0.13799,0.33410,0.22194,0.20404,0.78421,320
contact_mode_chatter,expected_success_only,4,0.80000,0.80000,0.80000,0.00937,0.00000,0.08438,0.26875,0.00000,1.05275,0.13754,0.32847,0.22481,0.20991,0.78437,320
contact_mode_chatter,expected_success_only,5,0.77812,0.77460,0.80000,0.00937,0.00000,0.08750,0.28125,0.00000,1.05463,0.13726,0.33648,0.22720,0.21136,0.76223,320
contact_mode_chatter,expected_success_only,6,0.77500,0.77302,0.76250,0.00000,0.00000,0.08750,0.32812,0.00000,1.05064,0.14866,0.34502,0.23151,0.21723,0.76791,320
contact_mode_chatter,expected_success_only,7,0.78750,0.79048,0.78750,0.00937,0.00000,0.08750,0.26562,0.00000,1.05330,0.13710,0.33718,0.22572,0.21029,0.77179,320
contact_mode_chatter,expected_success_only,8,0.76562,0.76190,0.77500,0.01562,0.00000,0.08438,0.27813,0.00000,1.05886,0.13770,0.34331,0.22587,0.21362,0.74363,320
contact_mode_chatter,expected_success_only,9,0.75625,0.75556,0.75000,0.00625,0.00000,0.09062,0.30000,0.00000,1.05437,0.14024,0.35383,0.22708,0.21036,0.74314,320
