split,skill,seed,step,method,goal_success,unsafe_failure,stale_execution,refresh,probe,abstain,coverage,false_safe,total_cost,predicted_success,calibration_abs_error,true_success_probability,risk_upper,hazard_score,estimated_half_life,true_half_life,half_life_abs_relative_error,shift_norm,observed_norm,mode_signal,exec_age,failure_label,risk_budget
combined_micro_shift,cable_route,9,17,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.44771,0.44771,0.43115,0.47923,0.58227,13.49897,12.69816,0.06306,0.31172,0.28783,0.00000,17.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,18,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.41940,0.41940,0.39864,0.50876,0.62145,12.84387,11.96277,0.07365,0.35704,0.32133,0.02570,18.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,19,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.37550,0.37550,0.38126,0.56357,0.68068,11.53651,11.82865,0.02470,0.36591,0.39482,0.09932,19.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,20,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.41253,0.41253,0.36317,0.50178,0.63408,13.78919,11.63854,0.18479,0.37884,0.27033,0.00000,20.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,21,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.33535,0.33535,0.34124,0.60659,0.73643,10.91617,11.27487,0.03181,0.40478,0.43233,0.15057,21.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,22,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.31352,0.31352,0.32120,0.61540,0.76650,10.48354,10.96064,0.04353,0.42859,0.51100,0.04613,22.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,23,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.29458,0.29458,0.30266,0.62851,0.79250,10.13737,10.67683,0.05053,0.45129,0.56357,0.00000,23.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,24,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.26257,0.26257,0.28817,0.66672,0.83435,9.25288,10.51738,0.12023,0.46459,0.66941,0.00000,24.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,25,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.29142,0.29142,0.27208,0.62134,0.79993,10.76941,10.27113,0.04851,0.48593,0.49858,0.00000,25.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,26,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.22049,0.22049,0.14808,0.75756,0.88812,8.22788,7.01778,0.17243,0.77641,0.71151,0.31424,26.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,27,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.27607,0.27607,0.23937,0.63148,0.82245,10.82735,9.67619,0.11897,0.54197,0.49301,0.00000,27.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,28,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.28092,0.28092,0.22840,0.62042,0.81769,11.40283,9.53993,0.19527,0.55579,0.44069,0.00000,28.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,29,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.26613,0.26613,0.21758,0.63552,0.83779,11.05160,9.38397,0.17771,0.57210,0.47197,0.00000,29.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,30,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.24368,0.24368,0.20960,0.66227,0.86716,10.30150,9.31585,0.10580,0.57939,0.54592,0.00000,30.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,31,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.22748,0.22748,0.20196,0.68184,0.88825,9.80481,9.24064,0.06105,0.58757,0.60112,0.00000,31.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,32,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.21666,0.21666,0.19456,0.69440,0.90251,9.52760,9.15436,0.04077,0.59712,0.63443,0.00000,32.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,33,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.20154,0.20154,0.18456,0.71980,0.92134,8.99618,8.93470,0.00688,0.62226,0.69136,0.03651,33.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,34,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.15185,0.15185,0.09466,0.87086,0.97242,6.56339,6.10789,0.07458,0.95837,1.01795,0.42816,34.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,35,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.20149,0.20149,0.16667,0.72419,0.92368,9.42952,8.50591,0.10858,0.67508,0.59849,0.13891,35.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,36,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.17586,0.17586,0.16581,0.76751,0.95289,8.16726,8.63275,0.05392,0.65891,0.78715,0.12541,36.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,37,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.17250,0.17250,0.15424,0.76626,0.95751,8.11978,8.23092,0.01350,0.71185,0.80868,0.08651,37.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,38,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.17930,0.17930,0.14664,0.73759,0.95177,8.68758,7.99114,0.08715,0.74598,0.74834,0.00000,38.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,39,conformal_risk_gate,0,0,0,0,0,1,0,0,1.48000,0.17473,0.17473,0.14771,0.74373,0.95755,8.55633,8.17561,0.04657,0.71955,0.76816,0.00000,39.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,0,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.85876,0.85876,0.85700,0.14110,0.00000,16.06359,16.70168,0.03820,0.13499,0.15893,0.00000,0.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,1,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.82460,0.82460,0.82918,0.16931,0.04797,14.10114,16.39050,0.13968,0.14563,0.18631,0.00000,1.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,2,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.79307,0.79307,0.80365,0.20929,0.09028,14.65095,16.53174,0.11377,0.14075,0.23175,0.06329,2.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,3,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.74912,0.74912,0.77047,0.24932,0.15314,12.51013,15.31365,0.18307,0.18580,0.21402,0.12898,3.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,4,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.74245,0.74245,0.74651,0.22501,0.16737,15.13739,15.51739,0.02449,0.17777,0.15326,0.01290,4.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,5,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.71877,0.71877,0.71863,0.24165,0.20104,15.44179,15.16463,0.01828,0.19181,0.16767,0.00000,5.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,6,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.67807,0.67807,0.69305,0.27817,0.25734,13.97891,15.01001,0.06869,0.19817,0.22029,0.00000,6.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,7,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.65651,0.65651,0.66482,0.29822,0.28694,14.34711,14.60622,0.01774,0.21541,0.25310,0.00000,7.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,8,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.61490,0.61490,0.64020,0.34516,0.34407,13.14943,14.45493,0.09032,0.22212,0.28828,0.07069,8.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,9,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.59889,0.59889,0.61445,0.33392,0.37137,13.43840,14.19222,0.05311,0.23410,0.21756,0.00000,9.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,10,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.58484,0.58484,0.58980,0.35259,0.38900,14.06950,13.97147,0.00702,0.24453,0.27748,0.00000,10.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,11,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.58703,0.58703,0.57060,0.33102,0.39218,15.31449,14.02382,0.09203,0.24203,0.12661,0.01096,11.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,12,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.55283,0.55283,0.54807,0.36471,0.43821,14.42468,13.84572,0.04182,0.25061,0.20465,0.00000,12.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,13,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.52478,0.52478,0.52714,0.38492,0.47888,13.82508,13.71850,0.00777,0.25688,0.19254,0.01190,13.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,14,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.54104,0.54104,0.50192,0.38250,0.45465,16.00447,13.35168,0.19869,0.27563,0.19033,0.06608,14.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,15,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.49826,0.49826,0.46929,0.40784,0.51541,14.35168,12.64680,0.13481,0.31471,0.23509,0.00000,15.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,16,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.38177,0.38177,0.45163,0.53215,0.67064,9.98592,12.59343,0.20705,0.31785,0.52200,0.00000,16.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,17,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.46159,0.46159,0.43848,0.44151,0.56589,14.12107,12.69816,0.11206,0.31172,0.28783,0.00000,17.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,18,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.43428,0.43428,0.40576,0.47022,0.60330,13.49450,11.96277,0.12804,0.35704,0.32133,0.02570,18.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,19,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.38505,0.38505,0.38823,0.52864,0.66970,11.88882,11.82865,0.00509,0.36591,0.39482,0.09932,19.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,20,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.41137,0.41137,0.36997,0.47458,0.63892,13.60919,11.63854,0.16932,0.37884,0.27033,0.00000,20.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,21,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.35500,0.35500,0.34780,0.56432,0.71042,11.74509,11.27487,0.04170,0.40478,0.43233,0.15057,21.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,22,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.29668,0.29668,0.32752,0.59893,0.79274,9.68948,10.96064,0.11598,0.42859,0.51100,0.04613,22.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,23,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.29981,0.29981,0.30871,0.59632,0.78678,10.31595,10.67683,0.03380,0.45129,0.56357,0.00000,23.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,24,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.25097,0.25097,0.29400,0.64633,0.85247,8.69273,10.51738,0.17349,0.46459,0.66941,0.00000,24.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,25,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.28987,0.28987,0.27762,0.59392,0.80388,10.63754,10.27113,0.03567,0.48593,0.49858,0.00000,25.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,26,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.22465,0.22465,0.15150,0.72584,0.88311,8.39576,7.01778,0.19636,0.77641,0.71151,0.31424,26.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,27,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.26650,0.26650,0.24427,0.60968,0.83775,10.29089,9.67619,0.06353,0.54197,0.49301,0.00000,27.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,28,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.28725,0.28725,0.23305,0.58736,0.81015,11.68105,9.53993,0.22444,0.55579,0.44069,0.00000,28.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,29,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.26846,0.26846,0.22196,0.60524,0.83584,11.12478,9.38397,0.18551,0.57210,0.47197,0.00000,29.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,30,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.23936,0.23936,0.21377,0.63662,0.87451,10.01869,9.31585,0.07545,0.57939,0.54592,0.00000,30.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,31,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.21686,0.21686,0.20591,0.66060,0.90451,9.14874,9.24064,0.00995,0.58757,0.60112,0.00000,31.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,32,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.20612,0.20612,0.19829,0.67306,0.91852,8.84630,9.15436,0.03365,0.59712,0.63443,0.00000,32.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,33,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.20036,0.20036,0.18800,0.69178,0.92373,8.88854,8.93470,0.00517,0.62226,0.69136,0.03651,33.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,34,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.14986,0.14986,0.09612,0.84325,0.97552,6.35227,6.10789,0.04001,0.95837,1.01795,0.42816,34.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,35,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.19398,0.19398,0.16953,0.70063,0.93514,8.86864,8.50591,0.04264,0.67508,0.59849,0.13891,35.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,36,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.17175,0.17175,0.16861,0.74147,0.95922,7.79893,8.63275,0.09659,0.65891,0.78715,0.12541,36.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,37,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.15940,0.15940,0.15665,0.74658,0.97672,6.82041,8.23092,0.17137,0.71185,0.80868,0.08651,37.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,38,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.17827,0.17827,0.14878,0.70937,0.95368,8.57372,7.99114,0.07290,0.74598,0.74834,0.00000,38.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,39,ensemble_uncertainty_gate,0,0,0,0,0,1,0,0,1.48000,0.16886,0.16886,0.14984,0.71892,0.96635,7.96994,8.17561,0.02516,0.71955,0.76816,0.00000,39.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,0,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.86276,0.86276,0.86100,0.15750,0.00000,14.36941,16.70168,0.13964,0.13499,0.15893,0.00000,0.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,1,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.83064,0.83064,0.83375,0.18417,0.04477,15.13173,16.39050,0.07680,0.14563,0.18631,0.00000,1.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,2,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.78594,0.78594,0.80874,0.23338,0.10568,12.41160,16.53174,0.24923,0.14075,0.23175,0.06329,2.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,3,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.74634,0.74634,0.77614,0.27021,0.16197,11.76846,15.31365,0.23151,0.18580,0.21402,0.12898,3.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,4,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.73721,0.73721,0.75261,0.24761,0.17963,14.00273,15.51739,0.09761,0.17777,0.15326,0.01290,4.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,5,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.71548,0.71548,0.72518,0.26281,0.21032,14.67738,15.16463,0.03213,0.19181,0.16767,0.00000,5.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,6,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.66650,0.66650,0.69999,0.30506,0.27814,12.76042,15.01001,0.14987,0.19817,0.22029,0.00000,6.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,7,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.63471,0.63471,0.67215,0.33229,0.32220,12.47603,14.60622,0.14584,0.21541,0.25310,0.00000,7.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,8,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.58880,0.58880,0.64783,0.38215,0.38516,11.40057,14.45493,0.21130,0.22212,0.28828,0.07069,8.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,9,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.57948,0.57948,0.62237,0.36614,0.40275,12.10356,14.19222,0.14717,0.23410,0.21756,0.00000,9.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,10,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.54523,0.54523,0.59796,0.39905,0.44918,11.62339,13.97147,0.16806,0.24453,0.27748,0.00000,10.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,11,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.59079,0.59079,0.57893,0.34683,0.39027,15.41121,14.02382,0.09893,0.24203,0.12661,0.01096,11.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,12,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.52084,0.52084,0.55656,0.40568,0.48719,12.45466,13.84572,0.10047,0.25061,0.20465,0.00000,12.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,13,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.51325,0.51325,0.53576,0.41136,0.49837,13.06143,13.71850,0.04790,0.25688,0.19254,0.01190,13.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,14,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.51093,0.51093,0.51065,0.42211,0.50085,13.96570,13.35168,0.04599,0.27563,0.19033,0.06608,14.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,15,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.48414,0.48414,0.47809,0.43604,0.53839,13.44993,12.64680,0.06350,0.31471,0.23509,0.00000,15.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,16,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.33924,0.33924,0.46044,0.58011,0.73337,8.38973,12.59343,0.33380,0.31785,0.52200,0.00000,16.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,17,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.42777,0.42777,0.44728,0.48353,0.61677,12.28576,12.69816,0.03248,0.31172,0.28783,0.00000,17.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,18,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.37226,0.37226,0.41447,0.53208,0.69430,10.52743,11.96277,0.11998,0.35704,0.32133,0.02570,18.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,19,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.34460,0.34460,0.39686,0.57513,0.72946,10.07389,11.82865,0.14835,0.36591,0.39482,0.09932,19.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,20,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.39879,0.39879,0.37847,0.50145,0.65898,12.88604,11.63854,0.10719,0.37884,0.27033,0.00000,20.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,21,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.29677,0.29677,0.35611,0.62330,0.79539,9.17420,11.27487,0.18631,0.40478,0.43233,0.15057,21.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,22,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.27773,0.27773,0.33560,0.63000,0.82104,8.86274,10.96064,0.19140,0.42859,0.51100,0.04613,22.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,23,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.25811,0.25811,0.31654,0.64346,0.84764,8.47311,10.67683,0.20640,0.45129,0.56357,0.00000,23.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,24,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.23969,0.23969,0.30159,0.67187,0.86946,8.17049,10.51738,0.22314,0.46459,0.66941,0.00000,24.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,25,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.24740,0.24740,0.28492,0.64159,0.86576,8.62913,10.27113,0.15987,0.48593,0.49858,0.00000,25.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,26,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.19117,0.19117,0.15627,0.76699,0.93167,6.71609,7.01778,0.04299,0.77641,0.71151,0.31424,26.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,27,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.25147,0.25147,0.25085,0.63790,0.86018,9.51258,9.67619,0.01691,0.54197,0.49301,0.00000,27.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,28,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.25679,0.25679,0.23933,0.62653,0.85481,10.05741,9.53993,0.05424,0.55579,0.44069,0.00000,28.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,29,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.24355,0.24355,0.22792,0.64043,0.87241,9.76312,9.38397,0.04040,0.57210,0.47197,0.00000,29.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,30,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.21141,0.21141,0.21946,0.67389,0.91521,8.42696,9.31585,0.09542,0.57939,0.54592,0.00000,30.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,31,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.19941,0.19941,0.21134,0.69040,0.93002,8.07948,9.24064,0.12566,0.58757,0.60112,0.00000,31.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,32,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.19593,0.19593,0.20345,0.69770,0.93357,8.18006,9.15436,0.10643,0.59712,0.63443,0.00000,32.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,33,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.17867,0.17867,0.19279,0.72453,0.95519,7.36603,8.93470,0.17557,0.62226,0.69136,0.03651,33.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,34,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.14621,0.14621,0.09826,0.86316,0.98089,5.95500,6.10789,0.02503,0.95837,1.01795,0.42816,34.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,35,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.18374,0.18374,0.17359,0.72527,0.95016,8.08984,8.50591,0.04892,0.67508,0.59849,0.13891,35.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,36,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.16121,0.16121,0.17257,0.76627,0.97453,6.79904,8.63275,0.21241,0.65891,0.78715,0.12541,36.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,37,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.16072,0.16072,0.16011,0.76297,0.97498,6.95410,8.23092,0.15512,0.71185,0.80868,0.08651,37.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,38,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.17022,0.17022,0.15188,0.73242,0.96546,7.82607,7.99114,0.02066,0.74598,0.74834,0.00000,38.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,39,bayesian_skill_survival,0,0,0,0,0,1,0,0,1.48000,0.16134,0.16134,0.15291,0.74158,0.97731,7.14012,8.17561,0.12666,0.71955,0.76816,0.00000,39.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,0,cvar_lifetime_guard,0,0,0,0,0,1,0,0,1.48000,0.84076,0.84076,0.83900,0.23154,0.00000,15.21940,16.70168,0.08875,0.13499,0.15893,0.00000,0.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,1,cvar_lifetime_guard,0,0,0,0,0,1,0,0,1.48000,0.80942,0.80942,0.81187,0.25814,0.04507,15.02920,16.39050,0.08305,0.14563,0.18631,0.00000,1.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,2,cvar_lifetime_guard,0,0,0,0,0,1,0,0,1.48000,0.76962,0.76962,0.78700,0.30448,0.10073,13.05679,16.53174,0.21020,0.14075,0.23175,0.06329,2.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,3,cvar_lifetime_guard,0,0,0,0,0,1,0,0,1.48000,0.72736,0.72736,0.75460,0.34386,0.16277,11.70497,15.31365,0.23565,0.18580,0.21402,0.12898,3.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,4,cvar_lifetime_guard,0,0,0,0,0,1,0,0,1.48000,0.73319,0.73319,0.73126,0.31065,0.15891,16.02094,15.51739,0.03245,0.17777,0.15326,0.01290,4.00000,abstained_fixed_risk,0.05
combined_micro_shift,cable_route,9,5,cvar_lifetime_guard,0,0,0,0,0,1,0,0,1.48000,0.69759,0.69759,0.70406,0.33621,0.21108,14.61746,15.16463,0.03608,0.19181,0.16767,0.00000,5.00000,abstained_fixed_risk,0.05
